length,width,height,bkwt,days_until_departure,bkvol,is_dmv,rcsvol,delta_vol,product_type_arm,product_type_avi,product_type_dgr,product_type_gen,product_type_hum,product_type_per,product_type_val,product_type_vun
50.0,50.0,5.0,900.0,2,12500.0,0,11334.144853385082,-1165,0,0,0,0,0,0,0,1
35.0,50.0,25.0,3600.0,2,43750.0,0,49979.52270676067,6229,0,0,0,0,1,0,0,0
42.0,30.0,2.0,300.0,1,2520.0,0,2478.9012282446015,-41,0,0,0,1,0,0,0,0
23.0,13.0,13.0,740.0,3,3887.0,0,3627.475869196087,-259,0,0,1,0,0,0,0,0
62.0,23.0,23.0,3600.0,3,32798.0,0,30512.324167983094,-2285,1,0,0,0,0,0,0,0
16.0,16.0,10.0,650.0,3,2560.0,0,2567.086532574309,7,1,0,0,0,0,0,0,0
70.0,34.0,8.0,2150.0,2,19040.0,0,15418.978438441023,-3621,0,0,0,0,0,0,1,0
40.0,34.0,10.0,800.0,3,13600.0,0,12114.704871214484,-1485,1,0,0,0,0,0,0,0
52.0,17.0,51.0,8950.0,3,45084.0,0,48109.57968318727,3025,0,0,0,0,0,0,0,1
34.0,31.0,9.0,1388.0,3,9486.0,0,8393.916055004684,-1092,0,0,0,0,1,0,0,0
33.0,44.0,30.0,7950.0,2,43560.0,0,42272.41027293844,-1287,0,0,0,0,1,0,0,0
87.0,42.0,3.0,6000.0,3,10962.0,0,12408.60916803702,1446,0,0,0,0,0,1,0,0
18.0,16.0,12.0,263.0,2,3456.0,0,3288.632405270123,-167,0,0,0,0,0,0,1,0
19.0,15.0,20.0,3900.0,1,5700.0,0,5900.816995841017,200,0,0,0,0,0,0,0,1
25.0,25.0,25.0,600.0,1,15625.0,0,12590.615709543159,-3034,0,1,0,0,0,0,0,0
49.0,41.0,13.0,2050.0,3,26117.0,0,25588.31355248916,-528,1,0,0,0,0,0,0,0
22.0,15.0,17.0,725.0,2,5610.0,0,6363.8477616926875,753,0,0,0,0,0,0,0,1
45.0,35.0,15.0,6350.0,1,23625.0,0,19619.359005478807,-4005,0,1,0,0,0,0,0,0
70.0,11.0,11.0,600.0,3,8470.0,0,9190.002058828946,720,0,0,1,0,0,0,0,0
18.0,79.0,40.0,11750.0,3,56880.0,0,66346.56015349139,9466,0,0,0,0,1,0,0,0
22.0,38.0,32.0,2550.0,3,26752.0,0,22256.245286589066,-4495,0,0,0,0,0,0,1,0
47.0,47.0,40.0,15350.0,3,88360.0,0,101713.43289315901,13353,1,0,0,0,0,0,0,0
25.0,25.0,16.0,1300.0,3,10000.0,0,9401.462145498263,-598,0,0,0,0,0,1,0,0
69.0,11.0,11.0,850.0,3,8349.0,0,8969.401312588157,620,0,0,0,1,0,0,0,0
19.0,17.0,28.0,1300.0,1,9044.0,0,8234.09615099823,-809,0,0,0,0,1,0,0,0
60.0,15.0,30.0,4800.0,3,27000.0,0,25993.620417700185,-1006,0,0,0,0,0,0,0,1
36.0,24.0,16.0,1300.0,1,13824.0,0,12153.031659974524,-1670,0,0,1,0,0,0,0,0
18.0,17.0,14.0,220.0,1,4284.0,0,4622.624783160817,338,0,0,0,0,0,1,0,0
41.0,49.0,17.0,5700.0,3,34153.0,0,33451.193047422625,-701,0,1,0,0,0,0,0,0
20.0,30.0,40.0,450.0,2,24000.0,0,19284.223050954875,-4715,0,0,0,0,0,1,0,0
32.0,37.0,12.0,2000.0,1,14208.0,0,16696.9529630818,2488,0,0,0,0,0,0,0,1
19.0,11.0,3.0,100.0,1,627.0,0,688.5462097531436,61,0,0,1,0,0,0,0,0
30.0,23.0,20.0,1100.0,3,13800.0,0,14272.903652745748,472,0,0,0,0,0,0,1,0
38.0,39.0,40.0,1400.0,2,59280.0,0,61187.44113187113,1907,0,1,0,0,0,0,0,0
20.0,12.0,14.0,250.0,2,3360.0,0,2955.549681116041,-404,0,1,0,0,0,0,0,0
25.0,14.0,20.0,1050.0,3,7000.0,0,7151.141632232418,151,0,0,1,0,0,0,0,0
24.0,16.0,7.0,500.0,3,2688.0,0,2154.2536545633748,-533,0,0,1,0,0,0,0,0
23.0,20.0,16.0,1467.0,3,7360.0,0,8306.317700981514,946,1,0,0,0,0,0,0,0
16.0,11.0,5.0,100.0,1,880.0,0,846.7994585705896,-33,0,0,1,0,0,0,0,0
16.0,16.0,5.0,100.0,1,1280.0,0,1058.1266881650433,-221,0,1,0,0,0,0,0,0
23.0,15.0,7.0,300.0,3,2415.0,0,2508.177227846196,93,0,0,0,0,1,0,0,0
60.0,15.0,15.0,950.0,3,13500.0,0,11250.199365389524,-2249,0,1,0,0,0,0,0,0
17.0,11.0,3.0,250.0,2,561.0,0,610.4212353833168,49,0,0,0,0,0,0,0,1
27.0,53.0,50.0,12000.0,3,71550.0,0,68554.79151337096,-2995,0,0,0,0,1,0,0,0
17.0,16.0,9.0,921.0,2,2448.0,0,2636.943009930435,188,0,0,1,0,0,0,0,0
60.0,25.0,25.0,10000.0,1,37500.0,0,43531.119317528,6031,0,0,0,1,0,0,0,0
16.0,11.0,11.0,250.0,3,1936.0,0,2175.6823458823183,239,1,0,0,0,0,0,0,0
44.0,20.0,20.0,1200.0,3,17600.0,0,14677.626724175063,-2922,0,0,0,0,0,0,1,0
25.0,25.0,8.0,4800.0,1,5000.0,0,5174.458220323085,174,0,0,0,1,0,0,0,0
40.0,20.0,20.0,700.0,2,16000.0,0,16887.76915790803,887,0,0,1,0,0,0,0,0
18.0,27.0,21.0,1050.0,2,10206.0,0,11221.689523339797,1015,0,0,1,0,0,0,0,0
20.0,20.0,20.0,350.0,2,8000.0,0,8762.338535029457,762,0,0,0,0,0,0,0,1
21.0,18.0,16.0,422.0,1,6048.0,0,7055.904513143214,1007,0,0,0,0,1,0,0,0
19.0,16.0,13.0,317.0,2,3952.0,0,4223.495230259337,271,0,0,0,0,0,1,0,0
63.0,56.0,66.0,16400.0,2,232848.0,0,250612.47571537367,17764,0,0,1,0,0,0,0,0
29.0,23.0,22.0,938.0,3,14674.0,0,13852.49195583983,-821,0,0,0,0,0,0,1,0
21.0,31.0,16.0,2700.0,1,10416.0,0,10893.6403248181,477,0,0,0,1,0,0,0,0
30.0,30.0,18.0,1750.0,2,16200.0,0,19391.98078577137,3191,0,0,0,0,1,0,0,0
29.0,24.0,12.0,3850.0,3,8352.0,0,9097.225293271871,745,0,1,0,0,0,0,0,0
17.0,17.0,13.0,267.0,3,3757.0,0,3344.7386024859607,-412,0,0,0,0,1,0,0,0
55.0,40.0,40.0,16200.0,3,88000.0,0,83268.73733501312,-4731,0,0,0,0,0,0,0,1
38.0,27.0,9.0,1400.0,2,9234.0,0,9817.056391874177,583,0,1,0,0,0,0,0,0
100.0,11.0,10.0,6450.0,2,11000.0,0,9539.945570584794,-1460,0,0,0,0,0,1,0,0
105.0,70.0,3.0,2300.0,1,22050.0,0,18140.28321838878,-3909,0,0,0,0,0,0,0,1
25.0,18.0,8.0,300.0,2,3600.0,0,3299.4691767390505,-300,0,0,1,0,0,0,0,0
50.0,12.0,10.0,600.0,1,6000.0,0,6064.945417714534,64,0,0,0,0,0,0,1,0
20.0,20.0,20.0,3600.0,1,8000.0,0,8221.591913136741,221,0,0,0,0,0,1,0,0
20.0,33.0,24.0,150.0,1,15840.0,0,13774.172740950453,-2065,1,0,0,0,0,0,0,0
16.0,11.0,4.0,400.0,2,704.0,0,832.066373586625,128,0,0,0,0,1,0,0,0
18.0,11.0,6.0,100.0,2,1188.0,0,1151.4626162878887,-36,0,1,0,0,0,0,0,0
53.0,20.0,8.0,800.0,3,8480.0,0,7142.797239528643,-1337,0,0,0,0,1,0,0,0
47.0,23.0,19.0,5250.0,2,20539.0,0,24576.440812674704,4037,0,0,0,0,0,0,0,1
35.0,26.0,4.0,200.0,1,3640.0,0,3452.7698621144623,-187,0,0,0,0,0,1,0,0
17.0,12.0,11.0,335.0,1,2244.0,0,2386.5790751450277,142,0,1,0,0,0,0,0,0
50.0,12.0,12.0,1300.0,1,7200.0,0,6939.167980282191,-260,1,0,0,0,0,0,0,0
35.0,25.0,2.0,150.0,3,1750.0,0,1582.6426286917247,-167,0,0,0,0,0,0,1,0
16.0,11.0,4.0,367.0,2,704.0,0,672.0698685446508,-31,0,0,0,1,0,0,0,0
16.0,11.0,2.0,250.0,1,352.0,0,285.70942011558463,-66,0,0,0,0,0,1,0,0
75.0,55.0,25.0,8500.0,3,103125.0,0,104683.55341768943,1558,0,0,0,0,0,0,0,1
42.0,15.0,25.0,2150.0,2,15750.0,0,15618.4567309216,-131,0,0,0,0,0,0,0,1
16.0,11.0,5.0,150.0,2,880.0,0,816.1222609339675,-63,0,1,0,0,0,0,0,0
27.0,22.0,10.0,650.0,3,5940.0,0,6644.4945114430875,704,0,0,0,0,0,1,0,0
20.0,32.0,26.0,2700.0,3,16640.0,0,15503.358516476861,-1136,0,0,0,1,0,0,0,0
23.0,16.0,22.0,1200.0,2,8096.0,0,7714.32659049316,-381,0,0,0,0,1,0,0,0
55.0,46.0,10.0,6050.0,3,25300.0,0,23515.819510903493,-1784,0,0,0,0,0,1,0,0
16.0,11.0,6.0,150.0,2,1056.0,0,1072.7676809785162,16,0,0,1,0,0,0,0,0
16.0,16.0,20.0,1050.0,2,5120.0,0,5911.713313868084,791,0,0,0,0,0,1,0,0
23.0,30.0,7.0,1350.0,2,4830.0,0,4864.34168040146,34,0,0,0,0,0,0,1,0
36.0,19.0,6.0,600.0,2,4104.0,0,4819.290700785252,715,0,0,0,0,0,0,0,1
30.0,18.0,18.0,1000.0,3,9720.0,0,7865.494763697674,-1854,1,0,0,0,0,0,0,0
43.0,33.0,8.0,1550.0,2,11352.0,0,12831.240154401932,1479,0,0,0,0,0,1,0,0
45.0,35.0,13.0,2700.0,2,20475.0,0,20723.392683474518,248,0,0,0,0,0,1,0,0
19.0,11.0,5.0,200.0,3,1045.0,0,1149.6339132391445,104,0,0,1,0,0,0,0,0
38.0,28.0,8.0,800.0,1,8512.0,0,9860.718063555687,1348,0,1,0,0,0,0,0,0
18.0,15.0,13.0,377.0,1,3510.0,0,3196.656131319342,-313,0,0,1,0,0,0,0,0
45.0,43.0,22.0,400.0,1,42570.0,0,45030.25680567478,2460,0,0,0,1,0,0,0,0
16.0,16.0,5.0,450.0,3,1280.0,0,1378.9444399274819,98,0,1,0,0,0,0,0,0
32.0,16.0,51.0,2000.0,2,26112.0,0,23868.448970662113,-2243,0,1,0,0,0,0,0,0
16.0,11.0,2.0,300.0,1,352.0,0,337.1763255719165,-14,0,0,1,0,0,0,0,0
26.0,14.0,14.0,250.0,3,5096.0,0,4532.578613192081,-563,0,1,0,0,0,0,0,0
60.0,15.0,15.0,1950.0,1,13500.0,0,12763.471600933892,-736,0,0,0,0,1,0,0,0
16.0,11.0,15.0,500.0,1,2640.0,0,2327.460495519445,-312,0,0,0,0,0,0,1,0
70.0,70.0,15.0,7900.0,2,73500.0,0,60413.66321031579,-13086,0,0,0,0,0,0,1,0
41.0,34.0,9.0,1800.0,1,12546.0,0,10910.055522344279,-1635,0,0,0,0,0,1,0,0
37.0,23.0,3.0,900.0,1,2553.0,0,2611.466425183598,58,0,0,0,0,0,0,1,0
16.0,11.0,2.0,200.0,3,352.0,0,341.0058815374357,-10,0,0,0,0,0,0,1,0
80.0,28.0,70.0,4500.0,2,156800.0,0,127578.51920998977,-29221,0,1,0,0,0,0,0,0
21.0,15.0,7.0,250.0,2,2205.0,0,2328.4254989671294,123,0,0,0,0,0,0,0,1
16.0,12.0,25.0,550.0,2,4800.0,0,5490.662673361098,690,0,1,0,0,0,0,0,0
39.0,28.0,12.0,1100.0,3,13104.0,0,12520.000823331316,-583,0,0,0,0,1,0,0,0
40.0,40.0,20.0,3600.0,1,32000.0,0,31275.055783627817,-724,0,0,0,0,0,1,0,0
16.0,11.0,3.0,100.0,1,528.0,0,592.544492872878,64,0,0,0,1,0,0,0,0
16.0,16.0,18.0,150.0,3,4608.0,0,4240.426684780589,-367,0,0,0,0,1,0,0,0
18.0,16.0,13.0,3775.0,1,3744.0,0,4051.5047074812087,307,0,0,1,0,0,0,0,0
25.0,20.0,20.0,1400.0,1,10000.0,0,8126.150091042709,-1873,1,0,0,0,0,0,0,0
22.0,18.0,7.0,900.0,2,2772.0,0,2407.639869250506,-364,0,0,0,0,0,0,1,0
20.0,20.0,12.0,250.0,1,4800.0,0,4858.8484900579915,58,0,1,0,0,0,0,0,0
21.0,16.0,9.0,350.0,1,3024.0,0,2836.2112028593524,-187,0,1,0,0,0,0,0,0
18.0,27.0,32.0,1800.0,3,15552.0,0,16230.23239018842,678,0,0,0,0,0,0,0,1
50.0,50.0,8.0,5050.0,2,20000.0,0,22400.687002413168,2400,0,0,0,0,1,0,0,0
50.0,50.0,50.0,27100.0,3,125000.0,0,125470.4181364538,470,0,0,0,0,1,0,0,0
65.0,38.0,8.0,1500.0,2,19760.0,0,19027.881572886465,-732,1,0,0,0,0,0,0,0
16.0,11.0,11.0,500.0,3,1936.0,0,2241.644681101716,305,0,1,0,0,0,0,0,0
16.0,16.0,10.0,350.0,3,2560.0,0,2595.5987989606597,35,0,0,0,0,1,0,0,0
16.0,17.0,12.0,500.0,1,3264.0,0,3902.5719432878072,638,1,0,0,0,0,0,0,0
20.0,20.0,20.0,1000.0,2,8000.0,0,6922.448374876877,-1077,0,0,1,0,0,0,0,0
24.0,24.0,11.0,300.0,3,6336.0,0,6588.091228542175,252,0,0,0,1,0,0,0,0
16.0,20.0,2.0,250.0,1,640.0,0,529.1090142227179,-110,0,0,0,0,1,0,0,0
40.0,40.0,40.0,10700.0,1,64000.0,0,60652.97988008647,-3347,0,0,1,0,0,0,0,0
32.0,22.0,21.0,1700.0,2,14784.0,0,15861.070788383304,1077,0,0,0,0,1,0,0,0
39.0,25.0,28.0,7700.0,1,27300.0,0,27599.469190105094,299,0,1,0,0,0,0,0,0
20.0,35.0,60.0,5200.0,1,42000.0,0,41812.328920728905,-187,0,0,0,0,0,1,0,0
17.0,14.0,10.0,125.0,3,2380.0,0,2084.106737064387,-295,0,0,0,0,0,1,0,0
58.0,58.0,28.0,15700.0,3,94192.0,0,96295.62729173586,2103,0,1,0,0,0,0,0,0
16.0,11.0,11.0,350.0,1,1936.0,0,2120.9500254417903,184,1,0,0,0,0,0,0,0
16.0,13.0,10.0,213.0,3,2080.0,0,2101.496045469758,21,0,0,0,0,0,0,1,0
16.0,11.0,11.0,150.0,2,1936.0,0,1894.7338928711974,-41,0,0,0,1,0,0,0,0
56.0,15.0,15.0,18200.0,3,12600.0,0,14625.570004946967,2025,0,0,1,0,0,0,0,0
18.0,15.0,21.0,850.0,3,5670.0,0,4706.290187924863,-963,0,0,0,0,1,0,0,0
16.0,16.0,20.0,1050.0,3,5120.0,0,4171.617804605486,-948,0,0,0,0,0,0,0,1
16.0,11.0,9.0,200.0,2,1584.0,0,1529.6151926777707,-54,0,0,0,1,0,0,0,0
16.0,11.0,15.0,300.0,2,2640.0,0,2210.651539257167,-429,1,0,0,0,0,0,0,0
23.0,13.0,9.0,200.0,1,2691.0,0,2411.886062770989,-279,0,0,0,0,0,1,0,0
20.0,25.0,25.0,800.0,1,12500.0,0,13592.56450321914,1092,0,0,0,0,0,0,1,0
24.0,14.0,7.0,200.0,3,2352.0,0,2409.8168093106165,57,0,1,0,0,0,0,0,0
46.0,14.0,10.0,698.0,1,6440.0,0,5393.6219028973965,-1046,0,0,0,0,0,0,1,0
17.0,12.0,4.0,350.0,2,816.0,0,846.2369825906383,30,0,1,0,0,0,0,0,0
24.0,17.0,5.0,1000.0,3,2040.0,0,1958.0473446691974,-81,0,0,0,0,0,0,0,1
21.0,28.0,13.0,783.0,2,7644.0,0,7138.508582483845,-505,0,0,0,0,0,1,0,0
20.0,20.0,20.0,600.0,3,8000.0,0,7112.199155229586,-887,0,0,0,0,0,0,1,0
55.0,30.0,30.0,11650.0,2,49500.0,0,42151.56741740622,-7348,1,0,0,0,0,0,0,0
16.0,11.0,2.0,400.0,2,352.0,0,309.75125903754014,-42,0,1,0,0,0,0,0,0
40.0,40.0,10.0,3050.0,2,16000.0,0,16913.44024928177,913,0,0,0,1,0,0,0,0
16.0,11.0,3.0,100.0,3,528.0,0,551.0419226902299,23,0,0,1,0,0,0,0,0
40.0,26.0,25.0,16500.0,1,26000.0,0,28934.1029563969,2934,0,0,0,0,0,0,0,1
34.0,24.0,14.0,750.0,3,11424.0,0,9206.155174194757,-2217,0,0,0,1,0,0,0,0
36.0,20.0,4.0,250.0,1,2880.0,0,3082.2705526143973,202,0,0,0,0,1,0,0,0
84.0,20.0,14.0,2300.0,2,23520.0,0,27068.180786479523,3548,0,0,0,0,0,0,1,0
33.0,26.0,12.0,1350.0,2,10296.0,0,10821.338460169185,525,0,1,0,0,0,0,0,0
17.0,20.0,20.0,530.0,3,6800.0,0,6597.9560966039735,-202,1,0,0,0,0,0,0,0
20.0,20.0,20.0,1300.0,3,8000.0,0,8342.06523402732,342,0,0,0,1,0,0,0,0
57.0,36.0,14.0,4000.0,1,28728.0,0,33053.17973156307,4325,1,0,0,0,0,0,0,0
20.0,20.0,20.0,8150.0,3,8000.0,0,9062.750464995592,1062,0,0,0,0,0,0,1,0
16.0,11.0,2.0,2200.0,2,352.0,0,297.2818542461913,-54,0,0,0,0,0,1,0,0
20.0,20.0,25.0,1150.0,2,10000.0,0,10878.150793050016,878,0,0,0,1,0,0,0,0
16.0,11.0,2.0,200.0,2,352.0,0,417.9437210756347,65,0,0,0,0,0,1,0,0
16.0,16.0,20.0,400.0,2,5120.0,0,5885.797465340691,765,0,0,1,0,0,0,0,0
29.0,23.0,12.0,600.0,3,8004.0,0,9117.264695785161,1113,0,0,0,0,0,0,1,0
16.0,16.0,10.0,1200.0,2,2560.0,0,3003.9339338026593,443,0,0,0,0,1,0,0,0
61.0,35.0,63.0,10664.0,3,134505.0,0,121160.90135545793,-13344,0,0,0,0,0,0,1,0
50.0,36.0,12.0,1800.0,2,21600.0,0,25490.91720842814,3890,0,0,0,0,0,0,0,1
16.0,11.0,2.0,500.0,3,352.0,0,415.5857136643649,63,0,0,0,0,0,0,1,0
19.0,19.0,12.0,258.0,3,4332.0,0,3918.4271795466516,-413,0,1,0,0,0,0,0,0
16.0,37.0,44.0,1400.0,1,26048.0,0,23595.867501824407,-2452,0,0,0,0,0,1,0,0
35.0,35.0,7.0,400.0,2,8575.0,0,7322.51834429849,-1252,0,0,0,0,0,0,1,0
30.0,30.0,10.0,1300.0,3,9000.0,0,10749.307336422575,1749,1,0,0,0,0,0,0,0
30.0,25.0,10.0,1000.0,2,7500.0,0,8548.847201208808,1048,0,0,0,0,0,0,0,1
30.0,18.0,10.0,1300.0,1,5400.0,0,5237.891369197146,-162,1,0,0,0,0,0,0,0
38.0,19.0,36.0,3305.0,2,25992.0,0,26600.033066177544,608,0,0,0,1,0,0,0,0
75.0,50.0,15.0,6000.0,1,56250.0,0,49606.54798014743,-6643,1,0,0,0,0,0,0,0
35.0,25.0,5.0,300.0,3,4375.0,0,4534.247365910304,159,0,0,0,0,0,0,0,1
20.0,15.0,2.0,250.0,2,600.0,0,551.309839956467,-48,0,0,0,0,1,0,0,0
18.0,11.0,11.0,400.0,2,2178.0,0,1854.1834677962972,-323,0,0,0,0,0,0,1,0
16.0,30.0,10.0,250.0,2,4800.0,0,5059.741642951461,259,0,1,0,0,0,0,0,0
29.0,22.0,19.0,1250.0,1,12122.0,0,9913.487340341457,-2208,0,0,0,0,0,0,0,1
40.0,40.0,6.0,950.0,1,9600.0,0,9051.301275285497,-548,0,0,0,0,1,0,0,0
30.0,17.0,34.0,2000.0,3,17340.0,0,17900.44554272303,560,0,0,0,0,0,0,1,0
71.0,44.0,81.0,13575.0,2,253044.0,0,255808.0500298488,2764,0,0,1,0,0,0,0,0
17.0,16.0,16.0,667.0,1,4352.0,0,3715.104938379371,-636,0,0,0,0,1,0,0,0
17.0,12.0,11.0,267.0,1,2244.0,0,2561.6060545064825,317,0,0,0,0,0,0,0,1
45.0,40.0,20.0,1750.0,1,36000.0,0,34915.45576352505,-1084,1,0,0,0,0,0,0,0
16.0,11.0,12.0,150.0,1,2112.0,0,2296.043707133397,184,0,0,1,0,0,0,0,0
65.0,45.0,7.0,10550.0,2,20475.0,0,22980.302087942262,2505,0,1,0,0,0,0,0,0
100.0,16.0,35.0,1725.0,2,56000.0,0,58937.85713637252,2937,0,0,1,0,0,0,0,0
45.0,31.0,10.0,700.0,2,13950.0,0,14740.689039087818,790,0,0,0,1,0,0,0,0
34.0,16.0,16.0,400.0,3,8704.0,0,8463.793937048877,-240,0,0,0,0,0,0,1,0
30.0,20.0,10.0,300.0,1,6000.0,0,5268.969323260505,-731,0,0,0,0,0,0,1,0
60.0,25.0,25.0,5850.0,3,37500.0,0,34432.76249085348,-3067,0,0,0,0,0,0,0,1
17.0,13.0,11.0,267.0,2,2431.0,0,2095.7372084028025,-335,0,0,0,0,0,0,1,0
39.0,25.0,12.0,1500.0,2,11700.0,0,9584.480602442694,-2115,0,0,0,1,0,0,0,0
24.0,14.0,16.0,400.0,1,5376.0,0,5622.2577923411645,246,0,0,0,1,0,0,0,0
31.0,31.0,32.0,1300.0,3,30752.0,0,29514.23819163492,-1237,0,0,0,0,0,0,0,1
16.0,14.0,10.0,400.0,1,2240.0,0,2548.541128562056,308,0,0,1,0,0,0,0,0
25.0,19.0,2.0,150.0,1,950.0,0,1030.8020121390402,80,0,0,0,0,0,1,0,0
25.0,14.0,13.0,650.0,1,4550.0,0,4537.558375525979,-12,0,0,0,0,0,0,0,1
32.0,38.0,8.0,706.0,1,9728.0,0,9752.473135506363,24,1,0,0,0,0,0,0,0
25.0,25.0,10.0,300.0,3,6250.0,0,6773.665807396402,523,0,0,0,1,0,0,0,0
75.0,50.0,5.0,4850.0,1,18750.0,0,21253.22409759073,2503,0,0,1,0,0,0,0,0
20.0,15.0,24.0,825.0,1,7200.0,0,8558.56537255516,1358,1,0,0,0,0,0,0,0
46.0,15.0,3.0,600.0,1,2070.0,0,2331.1742223245706,261,0,0,1,0,0,0,0,0
23.0,11.0,9.0,700.0,2,2277.0,0,2504.0563056676824,227,0,0,0,0,1,0,0,0
40.0,27.0,10.0,300.0,2,10800.0,0,10882.613792884344,82,0,0,0,0,0,1,0,0
17.0,17.0,14.0,1270.0,2,4046.0,0,4138.534996519506,92,0,0,0,1,0,0,0,0
20.0,11.0,2.0,450.0,2,440.0,0,439.27961919397734,0,0,0,0,0,1,0,0,0
18.0,13.0,8.0,150.0,2,1872.0,0,1968.026557997163,96,0,0,0,1,0,0,0,0
16.0,11.0,3.0,200.0,2,528.0,0,452.59469029493187,-75,0,1,0,0,0,0,0,0
33.0,44.0,88.0,10893.0,3,127776.0,0,150072.06768987363,22296,0,0,0,1,0,0,0,0
25.0,20.0,7.0,1800.0,2,3500.0,0,4102.7768999320715,602,0,0,0,0,0,0,0,1
20.0,22.0,33.0,1220.0,2,14520.0,0,16894.29206709566,2374,0,0,0,0,0,0,1,0
30.0,22.0,19.0,360.0,1,12540.0,0,13474.08426812545,934,0,0,1,0,0,0,0,0
22.0,15.0,11.0,175.0,3,3630.0,0,4329.482659577332,699,0,0,0,0,0,0,0,1
50.0,70.0,13.0,1900.0,3,45500.0,0,49063.9245002119,3563,0,0,0,0,0,0,1,0
20.0,20.0,20.0,250.0,3,8000.0,0,6950.147820847081,-1049,0,0,0,0,0,1,0,0
85.0,50.0,11.0,6950.0,1,46750.0,0,51898.400296419764,5148,0,0,0,0,0,0,1,0
55.0,40.0,5.0,1100.0,2,11000.0,0,9476.991449164014,-1523,0,0,0,0,0,0,1,0
17.0,24.0,7.0,300.0,2,2856.0,0,2994.0376406410464,138,1,0,0,0,0,0,0,0
58.0,58.0,28.0,16500.0,3,94192.0,0,75856.13985946063,-18335,0,0,0,0,0,1,0,0
16.0,19.0,23.0,300.0,2,6992.0,0,8219.86796894199,1227,1,0,0,0,0,0,0,0
61.0,24.0,6.0,1836.0,2,8784.0,0,8760.89863146668,-23,0,0,0,0,0,0,0,1
18.0,16.0,22.0,175.0,1,6336.0,0,7191.382732882388,855,0,0,0,0,0,0,1,0
22.0,21.0,24.0,675.0,1,11088.0,0,11618.549666544252,530,0,0,0,0,1,0,0,0
26.0,20.0,5.0,200.0,2,2600.0,0,2534.477069544019,-65,0,0,0,0,1,0,0,0
30.0,30.0,20.0,1200.0,3,18000.0,0,15966.256677583146,-2033,0,0,0,0,0,1,0,0
39.0,30.0,2.0,200.0,2,2340.0,0,2278.7798268408287,-61,0,0,0,0,1,0,0,0
63.0,24.0,61.0,16100.0,2,92232.0,0,82848.23761018453,-9383,0,1,0,0,0,0,0,0
19.0,12.0,4.0,117.0,3,912.0,0,1020.016933700505,108,0,0,0,1,0,0,0,0
36.0,27.0,18.0,455.0,1,17496.0,0,15898.564938332938,-1597,1,0,0,0,0,0,0,0
16.0,16.0,10.0,550.0,1,2560.0,0,2533.4512577008372,-26,0,0,0,0,0,1,0,0
