product_name,product_qty,product_weight_kg,product_volume_m,DMV_Flag
eletrodomesticos,1.0,1.5,0.01976,1
relogios_presentes,2.0,0.5,0.001936,1
cama_mesa_banho,2.0,0.35,0.00256,1
automotivo,3.0,0.5,0.003264,1
esporte_lazer,1.0,1.0,0.008,1
,,18.5,0.05043,1
brinquedos,2.0,0.3,0.006336,1
beleza_saude,1.0,0.25,0.00064,1
beleza_saude,1.0,10.7,0.064,1
utilidades_domesticas,1.0,1.7,0.014784,1
ferramentas_jardim,1.0,7.7,0.0273,1
esporte_lazer,4.0,5.2,0.042,1
telefonia,1.0,0.125,0.00238,1
moveis_escritorio,1.0,15.7,0.094192,1
relogios_presentes,2.0,0.35,0.001936,1
esporte_lazer,1.0,0.213,0.00208,1
fashion_bolsas_e_acessorios,3.0,0.15,0.001936,1
automotivo,3.0,18.2,0.0126,1
utilidades_domesticas,1.0,0.85,0.00567,1
casa_construcao,6.0,1.05,0.00512,1
fashion_bolsas_e_acessorios,5.0,0.2,0.001584,1
utilidades_domesticas,1.0,0.3,0.00264,1
informatica_acessorios,1.0,0.2,0.002691,1
esporte_lazer,1.0,0.8,0.0125,1
papelaria,2.0,0.2,0.002352,1
esporte_lazer,1.0,0.698,0.006440000000000001,1
telefonia,6.0,0.35,0.000816,1
livros_interesse_geral,3.0,1.0,0.00204,1
informatica_acessorios,1.0,0.783,0.007644,1
perfumaria,2.0,0.6,0.008,1
brinquedos,1.0,11.65,0.0495,1
construcao_ferramentas_ferramentas,1.0,0.4,0.000352,1
brinquedos,1.0,3.05,0.016,1
telefonia,1.0,0.1,0.000528,1
ferramentas_jardim,1.0,16.5,0.026,1
utilidades_domesticas,2.0,0.75,0.011424,1
fashion_underwear_e_moda_praia,1.0,0.25,0.00288,1
malas_acessorios,3.0,2.3,0.02352,1
eletronicos,1.0,1.35,0.010296,1
utilidades_domesticas,3.0,0.53,0.0068,1
automotivo,1.0,1.3,0.008,1
fashion_calcados,5.0,4.0,0.028728,1
esporte_lazer,4.0,8.15,0.008,1
construcao_ferramentas_construcao,1.0,2.2,0.000352,1
beleza_saude,1.0,1.15,0.01,1
relogios_presentes,4.0,0.2,0.000352,1
moveis_decoracao,3.0,0.4,0.00512,1
moveis_decoracao,4.0,0.6,0.008004,1
,,0.3,0.00294,1
cama_mesa_banho,1.0,1.2,0.00256,1
cool_stuff,5.0,10.664,0.134505,1
utilidades_domesticas,2.0,1.8,0.0216,1
esporte_lazer,3.0,0.5,0.000352,1
papelaria,1.0,0.258,0.004332,1
papelaria,1.0,1.4,0.026048,1
brinquedos,1.0,0.4,0.008575,1
climatizacao,5.0,1.3,0.009,1
cama_mesa_banho,2.0,1.0,0.0075,1
pet_shop,3.0,1.3,0.0054,1
brinquedos,2.0,3.305,0.025992,1
bebes,2.0,6.0,0.05625,1
informatica_acessorios,4.0,0.3,0.004375,1
cama_mesa_banho,1.0,0.25,0.0006,1
perfumaria,2.0,0.4,0.002178,1
eletronicos,1.0,0.25,0.0048,1
brinquedos,2.0,1.25,0.012122,1
fashion_roupa_masculina,2.0,0.95,0.0096,1
pet_shop,6.0,2.0,0.01734,1
bebes,7.0,13.575,0.253044,1
beleza_saude,1.0,0.667,0.004352,1
relogios_presentes,2.0,0.267,0.002244,1
cama_mesa_banho,2.0,1.75,0.036,1
beleza_saude,1.0,0.15,0.002112,1
brinquedos,1.0,10.55,0.020475,1
utilidades_domesticas,1.0,1.725,0.056,1
malas_acessorios,1.0,0.7,0.01395,1
esporte_lazer,1.0,0.4,0.008704,1
papelaria,3.0,0.3,0.006,1
casa_construcao,1.0,5.85,0.0375,1
relogios_presentes,1.0,0.267,0.002431,1
cama_mesa_banho,2.0,1.5,0.0117,1
cool_stuff,1.0,0.4,0.005376,1
esporte_lazer,1.0,1.3,0.030752,1
utilidades_domesticas,1.0,0.4,0.00224,1
artes,1.0,0.15,0.00095,1
beleza_saude,1.0,0.65,0.00455,1
consoles_games,1.0,0.706,0.009728,1
fashion_bolsas_e_acessorios,1.0,0.3,0.00625,1
cama_mesa_banho,1.0,4.85,0.01875,1
automotivo,1.0,0.825,0.0072,1
informatica_acessorios,1.0,0.6,0.00207,1
esporte_lazer,2.0,0.7,0.002277,1
moveis_decoracao,1.0,0.3,0.0108,1
utilidades_domesticas,2.0,1.27,0.004046,1
construcao_ferramentas_ferramentas,1.0,0.45,0.00044000000000000007,1
,,2.2,0.000352,1
eletrodomesticos,1.0,0.15,0.001872,1
ferramentas_jardim,1.0,0.2,0.000528,1
moveis_cozinha_area_de_servico_jantar_e_jardim,1.0,10.893,0.127776,1
utilidades_domesticas,1.0,1.8,0.0035,1
brinquedos,2.0,1.22,0.014519999999999998,1
beleza_saude,6.0,0.36,0.01254,1
eletronicos,1.0,0.175,0.00363,1
pet_shop,1.0,1.9,0.0455,1
esporte_lazer,5.0,0.25,0.008,1
bebes,3.0,6.95,0.04675,1
utilidades_domesticas,1.0,1.1,0.011,1
bebes,5.0,0.3,0.002856,1
moveis_escritorio,1.0,16.5,0.094192,1
malas_acessorios,1.0,0.3,0.006992,1
eletronicos,1.0,1.836,0.008784,1
beleza_saude,1.0,0.175,0.006336,1
brinquedos,1.0,0.675,0.011088,1
esporte_lazer,4.0,0.2,0.0026,1
industria_comercio_e_negocios,1.0,1.2,0.018,1
informatica_acessorios,2.0,0.2,0.00234,1
moveis_escritorio,2.0,16.1,0.092232,1
telefonia,1.0,0.117,0.000912,1
telefonia_fixa,1.0,0.455,0.017496,1
cama_mesa_banho,1.0,0.55,0.00256,1
fashion_calcados,4.0,0.75,0.008712,1
cool_stuff,2.0,0.586,0.002574,1
construcao_ferramentas_iluminacao,6.0,0.54,0.006912,1
esporte_lazer,1.0,3.7,0.012,1
utilidades_domesticas,4.0,3.15,0.0153,1
cama_mesa_banho,1.0,2.1,0.05724,1
construcao_ferramentas_seguranca,3.0,0.314,0.006840000000000001,1
cama_mesa_banho,1.0,0.55,0.007935,1
automotivo,1.0,13.825,0.12005,1
cama_mesa_banho,1.0,0.85,0.012,1
bebes,1.0,0.25,0.001092,1
brinquedos,1.0,0.4,0.008,1
perfumaria,2.0,0.4,0.0048,1
consoles_games,1.0,0.2,0.000512,1
automotivo,5.0,0.25,0.008,1
informatica_acessorios,4.0,1.95,0.002244,1
moveis_decoracao,1.0,0.3,0.00875,1
relogios_presentes,1.0,1.05,0.01485,1
automotivo,4.0,0.4,0.001232,1
instrumentos_musicais,1.0,1.0,0.011088,1
esporte_lazer,1.0,0.15,0.002816,1
beleza_saude,1.0,0.7,0.004096,1
consoles_games,3.0,0.45,0.002023,1
beleza_saude,1.0,2.0,0.00576,1
construcao_ferramentas_construcao,4.0,21.4,0.008,1
,,0.3,0.001232,1
informatica_acessorios,1.0,0.188,0.0048,1
moveis_decoracao,1.0,0.3,0.0096,1
fashion_bolsas_e_acessorios,2.0,13.6,0.0624,1
moveis_decoracao,3.0,0.8,0.015625,1
,,0.3,0.002016,1
moveis_decoracao,2.0,1.4,0.00936,1
relogios_presentes,1.0,0.65,0.001716,1
construcao_ferramentas_construcao,1.0,0.6,0.007514,1
moveis_decoracao,2.0,3.0,0.008349,1
malas_acessorios,1.0,0.95,0.015180000000000003,1
moveis_decoracao,2.0,17.4,0.06174,1
fashion_roupa_masculina,2.0,0.3,0.000352,1
informatica_acessorios,2.0,0.7,0.008,1
pet_shop,2.0,0.625,0.005712,1
ferramentas_jardim,3.0,3.25,0.009856,1
fashion_calcados,2.0,1.5,0.008712,1
cama_mesa_banho,1.0,0.25,0.002208,1
ferramentas_jardim,1.0,0.425,0.002232,1
climatizacao,1.0,0.15,0.00208,1
moveis_decoracao,3.0,0.35,0.007072,1
fashion_calcados,12.0,0.3,0.0032479999999999996,1
telefonia,12.0,0.1,0.000627,1
automotivo,3.0,0.55,0.006048,1
automotivo,1.0,0.25,0.00648,1
automotivo,1.0,1.0,0.0208,1
utilidades_domesticas,3.0,14.85,0.12495,1
bebes,3.0,0.85,0.01575,1
consoles_games,4.0,1.85,0.007448,1
fashion_bolsas_e_acessorios,1.0,0.3,0.000352,1
telefonia,1.0,0.2,0.000836,1
beleza_saude,1.0,0.15,0.00099,1
esporte_lazer,1.0,0.9,0.004096,1
ferramentas_jardim,1.0,1.9,0.015884,1
cama_mesa_banho,1.0,1.45,0.00675,1
livros_tecnicos,1.0,1.1,0.001827,1
esporte_lazer,5.0,0.2,0.001936,1
esporte_lazer,1.0,12.6,0.004,1
beleza_saude,1.0,1.45,0.01,1
cool_stuff,3.0,0.8,0.01575,1
perfumaria,1.0,1.3,0.004312,1
beleza_saude,1.0,0.15,0.00099,1
eletronicos,1.0,0.2,0.008,1
ferramentas_jardim,3.0,11.45,0.034615,1
moveis_decoracao,2.0,2.2,0.008,1
eletrodomesticos_2,2.0,13.2,0.084018,1
fashion_bolsas_e_acessorios,3.0,0.2,0.000352,1
consoles_games,1.0,0.15,0.002299,1
instrumentos_musicais,3.0,3.35,0.027,1
cama_mesa_banho,1.0,2.2,0.016632,1
moveis_escritorio,2.0,30.0,0.075,1
bebes,2.0,0.5,0.0084,1
cama_mesa_banho,1.0,1.8,0.0153,1
,,0.2,0.004312,1
artigos_de_festas,1.0,1.3,0.00847,1
fashion_bolsas_e_acessorios,2.0,0.15,0.001584,1
malas_acessorios,1.0,0.7,0.03192,1
malas_acessorios,5.0,2.9,0.066,1
fashion_bolsas_e_acessorios,4.0,0.2,0.001584,1
beleza_saude,1.0,0.3,0.004608,1
papelaria,2.0,0.2,0.002415,1
cama_mesa_banho,1.0,0.7,0.0098,1
telefonia,4.0,0.2,0.003536,1
climatizacao,4.0,7.8,0.042,1
papelaria,2.0,0.55,0.000704,1
relogios_presentes,4.0,0.2,0.000352,1
cama_mesa_banho,2.0,1.0,0.00504,1
papelaria,1.0,1.0,0.006864,1
construcao_ferramentas_iluminacao,4.0,1.45,0.009,1
moveis_escritorio,1.0,5.85,0.0396,1
bebes,2.0,8.3,0.050625,1
esporte_lazer,1.0,1.8,0.006048,1
esporte_lazer,5.0,0.9,0.002028,1
esporte_lazer,1.0,0.415,0.006859,1
telefonia,1.0,0.103,0.001764,1
automotivo,2.0,0.5,0.00224,1
papelaria,1.0,0.6,0.001056,1
informatica_acessorios,5.0,4.75,0.01188,1
relogios_presentes,1.0,0.263,0.00432,1
bebes,1.0,0.05,0.000352,1
perfumaria,1.0,0.2,0.003872,1
cama_mesa_banho,1.0,0.36,0.005616,1
cool_stuff,1.0,0.15,0.001344,1
esporte_lazer,4.0,1.1,0.0048,1
fashion_bolsas_e_acessorios,6.0,2.25,0.0066,1
automotivo,5.0,1.475,0.02142,1
esporte_lazer,1.0,1.6,0.0077,1
beleza_saude,1.0,1.65,0.015,1
brinquedos,3.0,0.65,0.00525,1
utilidades_domesticas,1.0,0.9,0.024276,1
telefonia,4.0,0.075,0.000627,1
ferramentas_jardim,4.0,0.6,0.001862,1
moveis_decoracao,3.0,0.4,0.00315,1
utilidades_domesticas,2.0,0.553,0.00243,1
livros_interesse_geral,1.0,0.9,0.0072,1
utilidades_domesticas,2.0,0.25,0.015625,1
moveis_escritorio,1.0,14.9,0.094192,1
cama_mesa_banho,1.0,1.1,0.00256,1
moveis_decoracao,2.0,2.05,0.01188,1
moveis_decoracao,1.0,0.85,0.008349,1
cama_mesa_banho,1.0,0.35,0.00256,1
ferramentas_jardim,3.0,1.4,0.012,1
informatica_acessorios,4.0,0.2,0.008,1
informatica_acessorios,2.0,0.617,0.004046,1
utilidades_domesticas,1.0,2.6,0.026896,1
bebidas,1.0,0.2,0.00252,1
cama_mesa_banho,1.0,2.0,0.030576,1
beleza_saude,2.0,0.266,0.00288,1
telefonia,1.0,0.2,0.000836,1
bebes,1.0,0.3,0.006188,1
pet_shop,1.0,0.3,0.004096,1
relogios_presentes,1.0,0.2,0.00064,1
eletroportateis,1.0,1.3,0.0064,1
esporte_lazer,4.0,0.482,0.003168,1
cama_mesa_banho,1.0,0.55,0.00256,1
beleza_saude,1.0,0.27,0.00384,1
telefonia,6.0,0.3,0.000816,1
market_place,3.0,2.15,0.03,1
automotivo,1.0,3.3,0.014,1
perfumaria,1.0,0.2,0.004096,1
esporte_lazer,1.0,0.2,0.002457,1
perfumaria,1.0,0.514,0.00324,1
casa_construcao,2.0,3.1,0.029792,1
utilidades_domesticas,1.0,1.2,0.011178,1
esporte_lazer,2.0,0.25,0.00256,1
brinquedos,2.0,7.4,0.069165,1
la_cuisine,1.0,7.6,0.045375,1
esporte_lazer,1.0,0.875,0.0208,1
moveis_decoracao,3.0,0.7,0.006615000000000001,1
moveis_escritorio,2.0,0.9,0.00255,1
esporte_lazer,6.0,0.7,0.015876,1
cama_mesa_banho,2.0,1.1,0.00256,1
cool_stuff,7.0,1.15,0.007,1
cool_stuff,1.0,0.9,0.00625,1
,,1.4,0.015625,1
livros_tecnicos,1.0,2.05,0.003045,1
beleza_saude,1.0,2.15,0.009856,1
beleza_saude,4.0,0.49,0.00375,1
brinquedos,5.0,1.0,0.0117,1
informatica_acessorios,4.0,0.2,0.0008960000000000001,1
utilidades_domesticas,2.0,0.5,0.00494,1
cama_mesa_banho,1.0,0.5,0.00256,1
,,4.3,0.0144,1
perfumaria,1.0,1.0,0.00364,1
automotivo,5.0,4.2,0.014663999999999998,1
perfumaria,1.0,0.35,0.001936,1
telefonia,2.0,0.125,0.000627,1
telefonia,2.0,0.1,0.000627,1
utilidades_domesticas,4.0,4.1,0.049011,1
eletronicos,2.0,0.2,0.008,1
consoles_games,4.0,0.3,0.000759,1
utilidades_domesticas,7.0,8.4,0.0434,1
utilidades_domesticas,1.0,1.55,0.0161,1
utilidades_domesticas,1.0,0.6,0.005202,1
fashion_bolsas_e_acessorios,1.0,0.2,0.00064,1
automotivo,3.0,0.5,0.006048,1
construcao_ferramentas_ferramentas,1.0,1.25,0.00748,1
informatica_acessorios,1.0,0.667,0.01026,1
cama_mesa_banho,1.0,0.3,0.0048,1
perfumaria,1.0,0.4,0.003888000000000001,1
esporte_lazer,3.0,0.45,0.015625,1
automotivo,1.0,2.8,0.000352,1
moveis_decoracao,1.0,0.25,0.00132,1
moveis_decoracao,1.0,0.25,0.004375,1
pet_shop,3.0,0.3,0.003456,1
,,0.15,0.000352,1
moveis_decoracao,2.0,1.0,0.021875,1
moveis_decoracao,1.0,6.267,0.05184,1
esporte_lazer,1.0,2.653,0.02862,1
moveis_decoracao,2.0,3.0,0.008349,1
automotivo,1.0,8.5,0.006786,1
esporte_lazer,1.0,2.12,0.01625,1
eletroportateis,3.0,0.75,0.027,1
beleza_saude,2.0,0.2,0.003072,1
cama_mesa_banho,1.0,1.65,0.021,1
informatica_acessorios,1.0,0.9,0.007098,1
utilidades_domesticas,1.0,0.15,0.00256,1
utilidades_domesticas,1.0,0.8,0.0032549999999999996,1
cool_stuff,3.0,0.7,0.008,1
bebidas,1.0,0.7,0.008,1
bebes,6.0,10.4,0.0621,1
instrumentos_musicais,1.0,5.85,0.0378,1
cama_mesa_banho,1.0,0.075,0.003468,1
papelaria,2.0,1.0,0.0054,1
automotivo,4.0,1.475,0.025088,1
fashion_bolsas_e_acessorios,4.0,0.75,0.023328,1
papelaria,10.0,3.6,0.00432,1
moveis_decoracao,3.0,2.2,0.029792,1
eletrodomesticos,1.0,0.15,0.0039,1
casa_construcao,1.0,1.75,0.018,1
esporte_lazer,4.0,1.3,0.01056,1
moveis_sala,2.0,7.75,0.027225,1
utilidades_domesticas,1.0,3.1,0.017472,1
malas_acessorios,4.0,1.6,0.06105,1
relogios_presentes,2.0,0.35,0.003211,1
beleza_saude,1.0,0.888,0.005508,1
informatica_acessorios,3.0,0.15,0.0008960000000000001,1
utilidades_domesticas,1.0,1.025,0.014375,1
utilidades_domesticas,2.0,0.25,0.00216,1
cama_mesa_banho,4.0,0.45,0.023625,1
beleza_saude,1.0,1.0,0.002496,1
utilidades_domesticas,1.0,0.4,0.001728,1
telefonia,3.0,0.15,0.002058,1
informatica_acessorios,3.0,0.4,0.001024,1
construcao_ferramentas_jardim,1.0,9.5,0.04704,1
cool_stuff,1.0,0.3,0.00459,1
perfumaria,1.0,0.15,0.002464,1
cama_mesa_banho,1.0,0.55,0.00375,1
automotivo,3.0,1.1,0.013319999999999999,1
beleza_saude,1.0,0.3,0.002964,1
,,21.45,0.119,1
beleza_saude,1.0,0.85,0.00252,1
relogios_presentes,2.0,0.5,0.006358,1
esporte_lazer,1.0,0.75,0.013754,1
beleza_saude,6.0,0.15,0.004368,1
utilidades_domesticas,3.0,30.0,0.197676,1
sinalizacao_e_seguranca,1.0,0.325,0.004913,1
fashion_bolsas_e_acessorios,1.0,0.2,0.000352,1
telefonia,3.0,0.2,0.000684,1
esporte_lazer,1.0,0.2,0.0045,1
,,1.0,0.00672,1
fashion_roupa_masculina,2.0,0.8,0.0028,1
beleza_saude,1.0,0.7,0.00544,1
relogios_presentes,6.0,0.25,0.000352,1
automotivo,3.0,1.8,0.00396,1
relogios_presentes,1.0,0.3,0.003211,1
livros_tecnicos,1.0,0.45,0.000986,1
informatica_acessorios,1.0,0.4,0.00504,1
cool_stuff,1.0,1.635,0.01173,1
moveis_decoracao,1.0,0.75,0.014,1
beleza_saude,1.0,0.5,0.01152,1
consoles_games,3.0,0.35,0.008,1
brinquedos,1.0,0.2,0.003744,1
cama_mesa_banho,3.0,0.95,0.007409999999999999,1
brinquedos,1.0,0.3,0.002992,1
beleza_saude,2.0,0.452,0.00396,1
brinquedos,2.0,17.65,0.10125,1
cama_mesa_banho,2.0,1.1,0.011025,1
utilidades_domesticas,5.0,5.25,0.018375,1
brinquedos,1.0,0.2,0.0017600000000000003,1
relogios_presentes,4.0,0.34,0.007943,1
beleza_saude,1.0,0.75,0.004096,1
cama_mesa_banho,1.0,2.65,0.01089,1
moveis_decoracao,1.0,0.3,0.00875,1
utilidades_domesticas,1.0,13.6,0.0624,1
construcao_ferramentas_construcao,6.0,1.25,0.006,1
cama_mesa_banho,2.0,3.95,0.015246,1
informatica_acessorios,2.0,0.4,0.002204,1
malas_acessorios,7.0,1.1,0.01421,1
beleza_saude,3.0,0.2,0.004096,1
eletrodomesticos,1.0,0.425,0.025857,1
utilidades_domesticas,1.0,22.05,0.132,1
informatica_acessorios,1.0,0.15,0.00308,1
utilidades_domesticas,1.0,0.8,0.0032,1
moveis_decoracao,11.0,0.8,0.0112,1
perfumaria,1.0,0.65,0.0017600000000000003,1
fashion_roupa_feminina,2.0,0.5,0.000352,1
cool_stuff,4.0,0.198,0.002295,1
,,9.15,0.04356,1
utilidades_domesticas,2.0,0.5,0.005632,1
utilidades_domesticas,2.0,0.95,0.02187,1
automotivo,1.0,3.75,0.01995,1
esporte_lazer,3.0,0.25,0.00192,1
fashion_bolsas_e_acessorios,1.0,0.1,0.000612,1
papelaria,7.0,0.8,0.00231,1
construcao_ferramentas_seguranca,3.0,0.2,0.002023,1
industria_comercio_e_negocios,2.0,7.225,0.0412,1
cool_stuff,1.0,0.05,0.06,1
beleza_saude,3.0,0.425,0.00324,1
cama_mesa_banho,1.0,0.95,0.0125,1
brinquedos,5.0,0.55,0.007040000000000001,1
eletrodomesticos_2,7.0,14.35,0.069905,1
beleza_saude,1.0,0.328,0.00504,1
cama_mesa_banho,1.0,1.95,0.04002,1
beleza_saude,1.0,0.7,0.007040000000000001,1
eletrodomesticos,1.0,1.25,0.00484,1
construcao_ferramentas_construcao,2.0,0.4,0.002,1
esporte_lazer,3.0,2.32,0.035343,1
ferramentas_jardim,1.0,2.7,0.012,1
perfumaria,1.0,0.455,0.005355,1
fashion_bolsas_e_acessorios,3.0,0.15,0.00192,1
cama_mesa_banho,1.0,2.2,0.039375,1
cama_mesa_banho,2.0,1.4,0.029785000000000002,1
casa_conforto,2.0,0.45,0.023625,1
cama_mesa_banho,1.0,0.835,0.01188,1
cool_stuff,2.0,1.25,0.013824,1
informatica_acessorios,1.0,0.55,0.007514,1
cama_mesa_banho,1.0,3.85,0.018,1
cool_stuff,6.0,7.0,0.030888,1
cama_mesa_banho,1.0,1.25,0.007106,1
relogios_presentes,3.0,0.85,0.0192,1
ferramentas_jardim,1.0,0.9,0.006,1
fashion_underwear_e_moda_praia,11.0,0.4,0.0008800000000000001,1
relogios_presentes,1.0,0.4,0.00418,1
esporte_lazer,2.0,1.1,0.00576,1
ferramentas_jardim,6.0,0.85,0.005616,1
relogios_presentes,6.0,0.4,0.00297,1
audio,1.0,0.675,0.003168,1
beleza_saude,2.0,0.175,0.002964,1
alimentos_bebidas,1.0,1.35,0.004896,1
informatica_acessorios,5.0,0.588,0.0051,1
utilidades_domesticas,1.0,0.45,0.004,1
automotivo,5.0,1.5,0.020196,1
esporte_lazer,2.0,1.55,0.042,1
beleza_saude,1.0,0.683,0.007936,1
moveis_decoracao,1.0,2.5,0.007875,1
bebes,2.0,0.5,0.00414,1
esporte_lazer,2.0,0.3,0.02992,1
beleza_saude,1.0,0.35,0.00384,1
cool_stuff,1.0,0.25,0.002112,1
