length,width,height,bkwt,days_until_departure,bkvol,is_dmv,rcsvol,product_type_arm,product_type_avi,product_type_dgr,product_type_gen,product_type_hum,product_type_per,product_type_val,product_type_vun
30.0,30.0,10.0,1300.0,3,9000.0,0,9984.595212664815,0,0,0,0,0,0,1,0
65.0,45.0,12.0,3305.0,1,35100.0,0,28601.90863451299,0,1,0,0,0,0,0,0
17.0,12.0,4.0,300.0,2,816.0,0,751.0760345766399,0,0,0,0,0,0,1,0
30.0,40.0,4.0,200.0,2,4800.0,0,5625.664995661766,0,1,0,0,0,0,0,0
25.0,15.0,15.0,550.0,1,5625.0,0,6034.779201513965,0,1,0,0,0,0,0,0
23.0,19.0,27.0,2363.0,2,11799.0,0,11502.989522290649,0,0,0,0,0,0,0,1
40.0,40.0,15.0,600.0,2,24000.0,0,26087.710537758576,1,0,0,0,0,0,0,0
16.0,12.0,8.0,355.0,3,1536.0,0,1290.7926149818568,0,0,0,0,0,1,0,0
59.0,38.0,20.0,15100.0,3,44840.0,0,51176.06924841942,0,0,0,0,0,0,1,0
16.0,11.0,16.0,467.0,1,2816.0,0,2512.7950931824275,0,0,0,0,1,0,0,0
19.0,17.0,13.0,560.0,1,4199.0,0,4525.61539173979,0,0,0,1,0,0,0,0
23.0,22.0,23.0,1044.0,1,11638.0,0,13395.973119517237,0,0,0,0,0,1,0,0
35.0,35.0,35.0,4300.0,1,42875.0,0,49352.01140643532,1,0,0,0,0,0,0,0
20.0,18.0,16.0,175.0,1,5760.0,0,6564.442112298797,0,0,0,0,0,0,1,0
50.0,28.0,18.0,9325.0,1,25200.0,0,28180.548840036965,1,0,0,0,0,0,0,0
18.0,14.0,12.0,330.0,3,3024.0,0,2699.0789847338406,1,0,0,0,0,0,0,0
34.0,13.0,38.0,1850.0,2,16796.0,0,14876.138665457865,0,0,0,0,0,0,1,0
48.0,16.0,30.0,10100.0,1,23040.0,0,21461.28872560115,0,0,1,0,0,0,0,0
45.0,37.0,3.0,1600.0,2,4995.0,0,5477.807016831571,0,0,0,0,1,0,0,0
40.0,11.0,5.0,850.0,3,2200.0,0,2396.742016328341,0,0,0,0,0,1,0,0
32.0,11.0,14.0,650.0,2,4928.0,0,4131.795545826047,0,0,0,0,0,1,0,0
70.0,50.0,16.0,3750.0,2,56000.0,0,51614.54064464427,0,0,0,0,1,0,0,0
26.0,19.0,9.0,350.0,1,4446.0,0,4778.6941165964745,0,0,0,0,0,0,1,0
68.0,35.0,9.0,2000.0,3,21420.0,0,17342.954372407985,0,0,0,0,0,0,0,1
22.0,33.0,12.0,1400.0,1,8712.0,0,9303.045403173239,0,0,0,1,0,0,0,0
28.0,25.0,20.0,700.0,1,14000.0,0,11783.55926137702,1,0,0,0,0,0,0,0
24.0,17.0,2.0,100.0,1,816.0,0,862.1782370962665,0,1,0,0,0,0,0,0
20.0,12.0,13.0,450.0,3,3120.0,0,2506.7228774217356,0,0,0,0,0,0,0,1
24.0,17.0,5.0,1000.0,2,2040.0,0,2228.0889278331183,0,0,0,1,0,0,0,0
39.0,37.0,14.0,1300.0,3,20202.0,0,17054.85467761695,0,1,0,0,0,0,0,0
32.0,17.0,5.0,250.0,2,2720.0,0,2423.6363566634327,0,1,0,0,0,0,0,0
18.0,14.0,8.0,150.0,2,2016.0,0,2205.823578779849,0,0,1,0,0,0,0,0
25.0,25.0,25.0,600.0,1,15625.0,0,16146.106230562114,0,0,0,1,0,0,0,0
22.0,16.0,12.0,190.0,1,4224.0,0,3810.3786944126714,0,0,1,0,0,0,0,0
24.0,24.0,18.0,175.0,3,10368.0,0,10934.18255022395,0,0,0,1,0,0,0,0
41.0,30.0,10.0,800.0,2,12300.0,0,11612.844594337026,0,0,0,1,0,0,0,0
24.0,16.0,9.0,200.0,2,3456.0,0,3134.194537864352,0,0,0,0,0,0,0,1
20.0,38.0,42.0,5350.0,1,31920.0,0,38250.7790651597,0,1,0,0,0,0,0,0
16.0,40.0,50.0,3600.0,1,32000.0,0,34530.95284913615,0,0,0,0,0,1,0,0
53.0,11.0,8.0,900.0,2,4664.0,0,5110.115547928493,0,0,0,0,0,1,0,0
45.0,26.0,8.0,1250.0,3,9360.0,0,10949.18087901302,0,0,0,0,0,0,0,1
43.0,27.0,16.0,350.0,1,18576.0,0,14946.734345719664,0,0,0,0,0,0,0,1
50.0,25.0,35.0,7300.0,3,43750.0,0,44190.293411347135,0,1,0,0,0,0,0,0
30.0,30.0,30.0,700.0,2,27000.0,0,30494.723785015492,0,0,1,0,0,0,0,0
46.0,28.0,13.0,725.0,2,16744.0,0,19120.089207246987,0,0,0,0,0,0,0,1
24.0,15.0,15.0,300.0,1,5400.0,0,5592.922213658947,0,0,0,0,0,1,0,0
21.0,14.0,6.0,103.0,1,1764.0,0,1908.25254891087,0,0,0,1,0,0,0,0
70.0,12.0,13.0,550.0,1,10920.0,0,8790.431362596537,0,0,1,0,0,0,0,0
25.0,25.0,25.0,1150.0,3,15625.0,0,17453.51680747992,0,0,0,1,0,0,0,0
25.0,15.0,15.0,250.0,1,5625.0,0,5728.175576379792,0,0,1,0,0,0,0,0
30.0,16.0,30.0,1000.0,1,14400.0,0,16199.385643849651,0,0,0,0,0,0,0,1
16.0,12.0,14.0,200.0,1,2688.0,0,2960.4184581577674,0,0,0,0,0,1,0,0
35.0,26.0,10.0,400.0,3,9100.0,0,10527.315414313225,0,0,0,0,0,1,0,0
24.0,34.0,4.0,200.0,1,3264.0,0,3231.1946679015164,0,0,1,0,0,0,0,0
19.0,15.0,20.0,975.0,3,5700.0,0,6291.929606425916,0,0,0,0,1,0,0,0
22.0,15.0,3.0,150.0,2,990.0,0,1056.7150879964206,1,0,0,0,0,0,0,0
27.0,13.0,27.0,4417.0,1,9477.0,0,9897.752359904074,0,0,0,1,0,0,0,0
32.0,34.0,49.0,8900.0,2,53312.0,0,50601.15921486528,0,0,0,1,0,0,0,0
30.0,34.0,27.0,2800.0,3,27540.0,0,30782.25676616459,0,0,1,0,0,0,0,0
41.0,31.0,47.0,10350.0,3,59737.0,0,54601.68842576574,0,0,0,0,0,0,0,1
17.0,12.0,5.0,250.0,1,1020.0,0,1069.0110712977475,0,0,0,0,0,0,0,1
32.0,22.0,14.0,2500.0,2,9856.0,0,8657.059859461422,0,0,0,0,0,0,0,1
19.0,11.0,5.0,200.0,2,1045.0,0,1156.8160252419427,0,0,0,0,0,0,0,1
50.0,30.0,35.0,16200.0,2,52500.0,0,58553.297367886924,0,0,0,0,1,0,0,0
40.0,40.0,8.0,2900.0,1,12800.0,0,11452.716271564135,0,0,1,0,0,0,0,0
80.0,20.0,20.0,1200.0,1,32000.0,0,29189.28647644023,0,0,0,0,0,0,1,0
22.0,18.0,18.0,1100.0,3,7128.0,0,7467.983741621715,0,0,0,0,0,0,1,0
33.0,27.0,21.0,400.0,2,18711.0,0,17960.477638880602,1,0,0,0,0,0,0,0
60.0,29.0,20.0,7200.0,1,34800.0,0,28150.374393014557,0,0,0,0,0,0,1,0
42.0,28.0,29.0,2300.0,2,34104.0,0,33987.1279179969,0,0,0,0,1,0,0,0
26.0,29.0,18.0,1094.0,2,13572.0,0,11641.460693791778,0,0,0,0,0,1,0,0
40.0,30.0,4.0,750.0,2,4800.0,0,4522.426615377271,0,0,1,0,0,0,0,0
20.0,15.0,10.0,1100.0,3,3000.0,0,2416.015680291315,0,0,1,0,0,0,0,0
26.0,18.0,5.0,250.0,3,2340.0,0,2696.901812308336,0,0,0,1,0,0,0,0
20.0,20.0,11.0,250.0,2,4400.0,0,3866.5152015561107,0,0,0,0,0,1,0,0
30.0,30.0,30.0,1050.0,2,27000.0,0,22434.862290976624,0,0,0,0,0,0,1,0
22.0,17.0,18.0,150.0,3,6732.0,0,7782.239997252111,0,0,0,0,0,0,1,0
20.0,20.0,20.0,100.0,2,8000.0,0,8524.662528604826,0,0,0,0,1,0,0,0
16.0,11.0,6.0,267.0,3,1056.0,0,1253.8155185369965,0,0,0,0,0,1,0,0
38.0,28.0,33.0,1010.0,3,35112.0,0,42046.68751321209,0,0,0,0,0,0,0,1
44.0,39.0,25.0,6600.0,1,42900.0,0,41567.539481159714,0,1,0,0,0,0,0,0
16.0,15.0,25.0,900.0,1,6000.0,0,5503.814584878757,0,0,0,0,1,0,0,0
16.0,11.0,10.0,550.0,2,1760.0,0,1850.6663226219544,0,0,0,0,1,0,0,0
104.0,11.0,9.0,2800.0,1,10296.0,0,8278.454873813762,0,0,1,0,0,0,0,0
31.0,31.0,61.0,10750.0,2,58621.0,0,69430.67053253419,0,0,0,0,0,0,0,1
16.0,14.0,13.0,150.0,3,2912.0,0,3394.983773547679,0,0,0,0,1,0,0,0
20.0,20.0,10.0,450.0,3,4000.0,0,3603.245948282629,0,1,0,0,0,0,0,0
30.0,30.0,25.0,850.0,1,22500.0,0,19823.972635713162,0,0,0,1,0,0,0,0
23.0,17.0,17.0,2000.0,3,6647.0,0,7179.675696851395,0,0,0,1,0,0,0,0
49.0,19.0,10.0,1767.0,1,9310.0,0,8920.161165971878,0,0,0,0,1,0,0,0
30.0,30.0,104.0,13800.0,3,93600.0,0,97551.46862651837,0,0,0,1,0,0,0,0
22.0,22.0,15.0,400.0,2,7260.0,0,6110.087515403983,0,0,0,1,0,0,0,0
18.0,11.0,6.0,50.0,2,1188.0,0,1378.4487524880035,0,0,0,0,0,0,0,1
16.0,22.0,16.0,500.0,1,5632.0,0,5993.907798995906,0,0,0,0,0,0,0,1
20.0,20.0,20.0,500.0,1,8000.0,0,9411.194277578112,0,1,0,0,0,0,0,0
18.0,15.0,80.0,500.0,2,21600.0,0,18765.287214988166,0,0,0,0,1,0,0,0
27.0,16.0,15.0,1150.0,1,6480.0,0,6662.025524929894,0,0,1,0,0,0,0,0
30.0,28.0,12.0,1500.0,2,10080.0,0,8275.702404286532,0,0,0,0,0,0,1,0
36.0,36.0,36.0,550.0,3,46656.0,0,42400.18583313041,1,0,0,0,0,0,0,0
43.0,22.0,12.0,3050.0,1,11352.0,0,11535.103537044572,0,0,0,0,0,0,1,0
70.0,62.0,32.0,22750.0,1,138880.0,0,135840.60934947644,0,0,0,1,0,0,0,0
22.0,13.0,11.0,200.0,3,3146.0,0,2898.8169846933724,0,1,0,0,0,0,0,0
16.0,11.0,8.0,300.0,2,1408.0,0,1545.5649590331898,0,0,0,0,0,1,0,0
69.0,11.0,11.0,1200.0,1,8349.0,0,9375.39977535277,0,0,0,0,0,0,0,1
29.0,14.0,16.0,550.0,2,6496.0,0,7315.259289075338,0,0,0,1,0,0,0,0
16.0,11.0,4.0,150.0,2,704.0,0,663.9768002327298,0,0,0,0,0,0,1,0
45.0,35.0,15.0,1400.0,3,23625.0,0,21508.561373199198,0,0,0,0,0,0,0,1
16.0,30.0,5.0,500.0,3,2400.0,0,2374.668771065743,0,1,0,0,0,0,0,0
16.0,11.0,10.0,550.0,2,1760.0,0,1453.7990540113497,0,0,1,0,0,0,0,0
26.0,25.0,30.0,1950.0,3,19500.0,0,15865.939128810904,0,1,0,0,0,0,0,0
16.0,11.0,8.0,50.0,3,1408.0,0,1158.5541505562762,0,0,0,0,0,1,0,0
21.0,17.0,13.0,1206.0,2,4641.0,0,4184.218788627004,0,0,0,0,0,0,1,0
62.0,35.0,12.0,6200.0,1,26040.0,0,21794.15641064947,0,0,0,0,0,0,0,1
48.0,40.0,7.0,833.0,1,13440.0,0,14429.002859195378,0,0,0,0,0,0,0,1
19.0,13.0,20.0,171.0,2,4940.0,0,4262.297934052031,0,1,0,0,0,0,0,0
25.0,14.0,20.0,775.0,1,7000.0,0,6315.103616200713,0,1,0,0,0,0,0,0
33.0,19.0,44.0,2000.0,2,27588.0,0,30444.14491153546,0,0,0,0,0,0,0,1
48.0,19.0,19.0,3200.0,1,17328.0,0,16820.241558772756,0,0,1,0,0,0,0,0
32.0,26.0,4.0,720.0,2,3328.0,0,3097.1359558653976,0,0,0,0,1,0,0,0
30.0,30.0,15.0,500.0,1,13500.0,0,15688.95389033689,0,1,0,0,0,0,0,0
23.0,15.0,12.0,525.0,3,4140.0,0,3428.8549410800206,0,1,0,0,0,0,0,0
16.0,11.0,2.0,400.0,3,352.0,0,419.1624353638048,0,0,0,0,0,1,0,0
46.0,26.0,36.0,3900.0,1,43056.0,0,40533.140594414836,1,0,0,0,0,0,0,0
24.0,14.0,12.0,850.0,3,4032.0,0,3530.4143862440296,0,0,0,0,1,0,0,0
31.0,31.0,61.0,9950.0,3,58621.0,0,55480.527784700455,0,1,0,0,0,0,0,0
30.0,25.0,25.0,1100.0,3,18750.0,0,15968.068568113438,1,0,0,0,0,0,0,0
55.0,34.0,15.0,5100.0,1,28050.0,0,22748.462275072852,0,0,0,0,0,0,0,1
39.0,46.0,20.0,6000.0,1,35880.0,0,33369.242848913775,0,0,0,0,0,0,1,0
61.0,41.0,13.0,6650.0,1,32513.0,0,28583.109175798123,0,0,0,0,0,0,0,1
50.0,30.0,30.0,2150.0,3,45000.0,0,46162.87094219806,0,0,0,1,0,0,0,0
30.0,50.0,18.0,1650.0,3,27000.0,0,26498.267858959796,0,0,0,0,0,0,1,0
40.0,30.0,4.0,500.0,3,4800.0,0,5714.77361209868,0,0,0,0,0,1,0,0
30.0,30.0,30.0,3650.0,1,27000.0,0,25437.35726800574,0,0,0,1,0,0,0,0
25.0,16.0,5.0,100.0,2,2000.0,0,1643.0079184729402,0,0,0,1,0,0,0,0
38.0,19.0,4.0,800.0,1,2888.0,0,2666.508939286549,1,0,0,0,0,0,0,0
