length,width,height,bkwt,days_until_departure,bkvol,is_dmv,rcsvol,delta_vol,product_type_arm,product_type_avi,product_type_dgr,product_type_gen,product_type_hum,product_type_per,product_type_val,product_type_vun
58.0,58.0,28.0,13600.0,1,94192.0,0,98102.27793136628,3910.277931366276,0,0,0,0,0,1,0,0
16.0,11.0,5.0,150.0,2,880.0,0,800.8516446367597,-79.14835536324028,0,1,0,0,0,0,0,0
68.0,13.0,8.0,800.0,3,7072.0,0,8468.683093873851,1396.6830938738512,0,0,0,0,1,0,0,0
35.0,50.0,35.0,12400.0,2,61250.0,0,70707.37334971839,9457.373349718386,0,0,0,0,0,0,0,1
18.0,17.0,14.0,220.0,2,4284.0,0,3775.2823901561324,-508.71760984386765,0,0,0,0,0,1,0,0
40.0,35.0,6.0,950.0,2,8400.0,0,7857.397371302231,-542.6026286977694,0,0,1,0,0,0,0,0
36.0,16.0,8.0,800.0,3,4608.0,0,5143.288848851921,535.2888488519211,1,0,0,0,0,0,0,0
27.0,20.0,5.0,400.0,1,2700.0,0,2637.512070167146,-62.487929832854206,0,1,0,0,0,0,0,0
32.0,16.0,5.0,150.0,2,2560.0,0,2951.096021574124,391.0960215741238,0,0,0,0,0,1,0,0
18.0,18.0,24.0,530.0,2,7776.0,0,7797.817820672801,21.817820672800735,0,0,0,0,1,0,0,0
20.0,20.0,20.0,200.0,3,8000.0,0,8665.32807068243,665.3280706824298,0,0,0,1,0,0,0,0
70.0,11.0,11.0,600.0,2,8470.0,0,9220.8522732925,750.8522732924994,0,0,0,0,0,0,1,0
16.0,19.0,23.0,300.0,1,6992.0,0,6427.2452651312415,-564.7547348687585,1,0,0,0,0,0,0,0
17.0,17.0,7.0,200.0,3,2023.0,0,1763.2889777358173,-259.7110222641827,0,1,0,0,0,0,0,0
20.0,30.0,20.0,1400.0,2,12000.0,1,10991.43765960808,-1008.5623403919199,0,0,0,0,1,0,0,0
16.0,11.0,2.0,50.0,2,352.0,0,349.59783020844503,-2.402169791554968,0,0,0,0,1,0,0,0
30.0,16.0,16.0,1300.0,2,7680.0,0,7038.898137696357,-641.1018623036434,0,0,0,1,0,0,0,0
50.0,31.0,28.0,8400.0,2,43400.0,0,39008.201225461395,-4391.798774538605,0,1,0,0,0,0,0,0
16.0,60.0,65.0,13600.0,1,62400.0,0,59280.746717893344,-3119.253282106656,0,0,1,0,0,0,0,0
20.0,15.0,6.0,500.0,2,1800.0,0,1534.0559776464313,-265.9440223535687,1,0,0,0,0,0,0,0
42.0,15.0,25.0,800.0,1,15750.0,0,14239.20528825721,-1510.7947117427902,1,0,0,0,0,0,0,0
43.0,33.0,8.0,1550.0,2,11352.0,0,13141.164888395633,1789.1648883956332,0,0,0,0,0,1,0,0
22.0,16.0,9.0,675.0,3,3168.0,0,2606.035789882197,-561.9642101178028,0,0,0,0,0,0,0,1
20.0,13.0,13.0,500.0,1,3380.0,0,3329.619472053964,-50.38052794603618,0,0,0,0,0,1,0,0
20.0,20.0,20.0,400.0,3,8000.0,0,8138.610032701394,138.61003270139372,0,0,1,0,0,0,0,0
16.0,11.0,11.0,200.0,1,1936.0,0,2191.2627502318687,255.26275023186872,0,0,0,0,0,0,1,0
45.0,35.0,15.0,6350.0,2,23625.0,0,27133.428794347492,3508.428794347492,0,1,0,0,0,0,0,0
17.0,12.0,3.0,175.0,3,612.0,0,708.7216139074553,96.72161390745532,0,0,0,0,1,0,0,0
29.0,17.0,2.0,450.0,2,986.0,0,1061.8804422601706,75.88044226017064,0,0,0,0,1,0,0,0
16.0,11.0,11.0,250.0,2,1936.0,0,1811.902963945377,-124.097036054623,0,0,1,0,0,0,0,0
16.0,20.0,11.0,400.0,1,3520.0,0,3171.907025746582,-348.0929742534181,0,0,0,0,1,0,0,0
25.0,20.0,7.0,1800.0,3,3500.0,0,3018.2101007159317,-481.78989928406827,0,1,0,0,0,0,0,0
50.0,50.0,50.0,27100.0,1,125000.0,0,142002.5457779902,17002.54577799019,0,0,0,0,0,0,1,0
16.0,11.0,9.0,150.0,2,1584.0,0,1607.6237499239376,23.623749923937567,1,0,0,0,0,0,0,0
20.0,35.0,60.0,5200.0,2,42000.0,0,47808.70633139798,5808.706331397982,0,0,0,0,1,0,0,0
30.0,17.0,34.0,2000.0,3,17340.0,0,18611.943172567702,1271.9431725677023,0,1,0,0,0,0,0,0
16.0,15.0,16.0,150.0,1,3840.0,0,3276.35764005883,-563.6423599411701,0,0,0,0,0,0,0,1
20.0,20.0,20.0,250.0,1,8000.0,0,6479.584487511478,-1520.415512488522,0,0,0,0,1,0,0,0
19.0,11.0,3.0,100.0,2,627.0,0,635.5648342295946,8.564834229594567,0,0,0,0,0,0,0,1
16.0,12.0,7.0,150.0,2,1344.0,0,1117.1213966907098,-226.87860330929016,0,0,0,0,0,1,0,0
40.0,20.0,15.0,900.0,1,12000.0,1,15141.587965469109,3141.587965469109,0,0,0,0,0,1,0,0
17.0,17.0,7.0,200.0,1,2023.0,0,2293.572295399334,270.57229539933405,0,0,0,0,0,1,0,0
16.0,11.0,16.0,150.0,1,2816.0,0,2370.717509032425,-445.2824909675751,0,0,1,0,0,0,0,0
20.0,13.0,17.0,625.0,2,4420.0,0,4431.5867726300985,11.586772630098494,0,0,0,0,1,0,0,0
16.0,11.0,22.0,1200.0,2,3872.0,0,4643.11026198453,771.1102619845296,0,0,0,0,0,0,0,1
58.0,58.0,28.0,15700.0,2,94192.0,0,90511.7455866438,-3680.254413356204,0,0,0,0,0,0,0,1
29.0,16.0,2.0,150.0,3,928.0,0,845.4166476588895,-82.58335234111053,0,0,0,0,0,0,0,1
50.0,11.0,11.0,1350.0,3,6050.0,0,5304.131971971022,-745.8680280289782,0,0,0,0,1,0,0,0
16.0,11.0,9.0,200.0,1,1584.0,0,1507.1694317346617,-76.83056826533834,0,0,0,1,0,0,0,0
23.0,20.0,18.0,600.0,1,8280.0,0,7901.623711192913,-378.3762888070869,0,0,0,0,0,0,0,1
65.0,38.0,8.0,1500.0,2,19760.0,0,22040.69758159015,2280.6975815901496,0,1,0,0,0,0,0,0
20.0,12.0,14.0,250.0,2,3360.0,0,2859.1471069423087,-500.8528930576913,0,0,0,0,0,0,0,1
16.0,16.0,8.0,100.0,2,2048.0,0,2439.75745775473,391.7574577547298,0,0,0,0,1,0,0,0
30.0,35.0,8.0,500.0,1,8400.0,0,7274.3160904870265,-1125.6839095129735,1,0,0,0,0,0,0,0
17.0,17.0,14.0,1270.0,2,4046.0,0,4832.031602010919,786.0316020109194,1,0,0,0,0,0,0,0
16.0,16.0,10.0,500.0,2,2560.0,0,2573.7563178891373,13.756317889137335,1,0,0,0,0,0,0,0
16.0,22.0,16.0,450.0,3,5632.0,0,4610.8112035012255,-1021.1887964987745,0,0,0,0,1,0,0,0
19.0,16.0,11.0,304.0,3,3344.0,0,3976.6413070883023,632.6413070883023,0,0,0,0,0,1,0,0
25.0,25.0,10.0,900.0,1,6250.0,0,5361.593702981351,-888.4062970186487,0,0,0,0,0,1,0,0
35.0,25.0,2.0,150.0,1,1750.0,0,1938.7032165098378,188.70321650983783,0,0,1,0,0,0,0,0
30.0,30.0,20.0,1750.0,2,18000.0,0,15904.296149148686,-2095.703850851314,0,1,0,0,0,0,0,0
43.0,26.0,21.0,900.0,1,23478.0,0,21763.57401475162,-1714.425985248381,0,0,0,0,1,0,0,0
20.0,20.0,20.0,1600.0,3,8000.0,0,7968.088547444727,-31.911452555273172,0,0,0,0,0,0,0,1
19.0,11.0,4.0,200.0,3,836.0,0,945.130592353695,109.13059235369496,0,0,0,1,0,0,0,0
32.0,37.0,12.0,2000.0,1,14208.0,0,11425.409878112787,-2782.590121887213,0,0,0,1,0,0,0,0
18.0,27.0,21.0,1050.0,1,10206.0,0,9876.279159547059,-329.72084045294105,0,0,0,0,1,0,0,0
36.0,26.0,6.0,360.0,1,5616.0,0,5712.4546526111835,96.45465261118352,1,0,0,0,0,0,0,0
16.0,20.0,7.0,100.0,3,2240.0,0,2592.506006371491,352.5060063714909,0,1,0,0,0,0,0,0
40.0,35.0,10.0,2900.0,3,14000.0,0,16423.226225381037,2423.226225381037,0,0,0,0,0,1,0,0
39.0,15.0,11.0,580.0,1,6435.0,0,6293.192544451043,-141.80745554895657,1,0,0,0,0,0,0,0
65.0,45.0,36.0,17600.0,1,105300.0,0,101590.28274072618,-3709.7172592738207,0,0,0,0,0,1,0,0
23.0,18.0,17.0,1550.0,2,7038.0,0,6332.629978320424,-705.370021679576,0,0,0,0,0,0,1,0
40.0,31.0,16.0,1413.0,1,19840.0,0,16860.821512239305,-2979.178487760695,0,0,0,0,0,0,1,0
19.0,12.0,4.0,117.0,3,912.0,0,864.1653358970651,-47.83466410293488,0,0,0,0,1,0,0,0
21.0,16.0,9.0,350.0,1,3024.0,0,2492.998113213129,-531.0018867868712,0,0,0,0,0,0,1,0
19.0,12.0,3.0,200.0,2,684.0,0,757.3360788730015,73.3360788730015,0,0,1,0,0,0,0,0
63.0,24.0,61.0,16100.0,2,92232.0,0,108728.87640532326,16496.87640532326,1,0,0,0,0,0,0,0
35.0,35.0,102.0,14850.0,3,124950.0,0,130190.94796648185,5240.94796648185,0,0,0,1,0,0,0,0
34.0,16.0,16.0,400.0,3,8704.0,0,9421.677496540337,717.6774965403365,0,0,0,0,0,0,0,1
38.0,38.0,70.0,16900.0,2,101080.0,0,115457.12363251412,14377.123632514122,0,1,0,0,0,0,0,0
16.0,11.0,11.0,2700.0,3,1936.0,0,1656.6621573622815,-279.3378426377185,0,0,0,0,0,0,1,0
35.0,25.0,10.0,300.0,3,8750.0,0,9631.672913047007,881.6729130470067,1,0,0,0,0,0,0,0
50.0,50.0,5.0,900.0,3,12500.0,0,12960.42878419985,460.42878419985027,0,0,1,0,0,0,0,0
22.0,11.0,3.0,200.0,2,726.0,0,755.1263511078693,29.126351107869255,0,0,0,0,0,0,1,0
46.0,43.0,12.0,3975.0,3,23736.0,0,25141.974816202903,1405.9748162029027,1,0,0,0,0,0,0,0
16.0,11.0,4.0,300.0,3,704.0,0,823.2160603983606,119.21606039836058,0,0,0,0,0,1,0,0
13.0,12.0,11.0,650.0,3,1716.0,0,1546.6515802470092,-169.34841975299082,0,0,0,0,0,1,0,0
46.0,15.0,3.0,600.0,1,2070.0,0,2266.1417959309806,196.1417959309806,1,0,0,0,0,0,0,0
38.0,11.0,5.0,200.0,3,2090.0,0,1720.37235192579,-369.6276480742099,0,0,1,0,0,0,0,0
28.0,19.0,14.0,1850.0,1,7448.0,0,6617.317485156829,-830.6825148431708,0,0,0,0,0,1,0,0
53.0,20.0,8.0,800.0,2,8480.0,0,8047.787226582419,-432.21277341758105,0,1,0,0,0,0,0,0
20.0,13.0,6.0,102.0,1,1560.0,0,1303.0074686435921,-256.9925313564079,0,1,0,0,0,0,0,0
20.0,20.0,20.0,700.0,1,8000.0,0,6693.629934131833,-1306.3700658681673,0,0,0,0,0,1,0,0
19.0,14.0,7.0,600.0,2,1862.0,0,1493.9599445297836,-368.04005547021643,1,0,0,0,0,0,0,0
49.0,39.0,16.0,2000.0,2,30576.0,0,36306.54939433759,5730.549394337591,0,0,0,0,1,0,0,0
40.0,40.0,30.0,16900.0,3,48000.0,0,48525.873333195064,525.8733331950643,0,0,0,0,0,0,1,0
16.0,18.0,21.0,550.0,2,6048.0,0,7255.760889162843,1207.7608891628433,1,0,0,0,0,0,0,0
16.0,11.0,2.0,300.0,3,352.0,0,401.0400979838473,49.04009798384732,0,1,0,0,0,0,0,0
19.0,16.0,14.0,263.0,3,4256.0,0,3986.260534442711,-269.7394655572889,0,1,0,0,0,0,0,0
30.0,20.0,18.0,1000.0,3,10800.0,0,10719.369486310674,-80.63051368932611,0,0,1,0,0,0,0,0
29.0,21.0,5.0,2050.0,1,3045.0,0,2859.3570857260074,-185.64291427399257,0,0,0,1,0,0,0,0
27.0,22.0,10.0,650.0,2,5940.0,0,7081.423676446627,1141.4236764466268,0,0,0,0,1,0,0,0
25.0,14.0,20.0,1050.0,3,7000.0,0,8019.221813261919,1019.2218132619191,0,0,0,1,0,0,0,0
60.0,33.0,8.0,1125.0,2,15840.0,0,15907.884745439127,67.88474543912707,0,0,0,0,0,0,0,1
30.0,20.0,10.0,700.0,2,6000.0,0,6950.396729979078,950.3967299790784,0,0,0,0,0,0,0,1
25.0,25.0,25.0,250.0,1,15625.0,0,18319.040596674953,2694.040596674953,0,0,0,1,0,0,0,0
26.0,17.0,17.0,550.0,3,7514.0,0,6487.189020293639,-1026.8109797063607,0,0,0,1,0,0,0,0
16.0,11.0,2.0,400.0,3,352.0,0,360.33548663973033,8.335486639730334,1,0,0,0,0,0,0,0
31.0,12.0,6.0,425.0,3,2232.0,0,1956.0056219515836,-275.99437804841637,1,0,0,0,0,0,0,0
17.0,15.0,13.0,217.0,2,3315.0,0,3376.8206147683763,61.820614768376345,0,0,1,0,0,0,0,0
22.0,20.0,17.0,1250.0,2,7480.0,0,7147.763912825113,-332.23608717488696,0,0,1,0,0,0,0,0
29.0,23.0,12.0,600.0,3,8004.0,0,9378.324318510728,1374.3243185107276,0,0,0,0,1,0,0,0
17.0,17.0,12.0,65.0,1,3468.0,0,2815.7186841707144,-652.2813158292856,0,1,0,0,0,0,0,0
16.0,11.0,2.0,2800.0,2,352.0,0,411.68597610442254,59.68597610442254,0,0,1,0,0,0,0,0
16.0,11.0,11.0,150.0,1,1936.0,0,1844.7497026887822,-91.25029731121776,1,0,0,0,0,0,0,0
19.0,25.0,17.0,500.0,3,8075.0,0,7651.613692252165,-423.3863077478354,0,0,0,0,1,0,0,0
42.0,15.0,25.0,2050.0,2,15750.0,0,13874.276257574127,-1875.7237424258728,0,0,0,0,0,1,0,0
20.0,20.0,20.0,300.0,3,8000.0,0,8346.046105909747,346.046105909747,0,0,1,0,0,0,0,0
17.0,17.0,17.0,225.0,3,4913.0,0,4346.465852579223,-566.5341474207771,0,0,0,0,0,0,1,0
30.0,22.0,19.0,360.0,3,12540.0,0,14937.919720946818,2397.9197209468184,0,0,0,0,0,0,0,1
22.0,27.0,52.0,7000.0,2,30888.0,0,25961.82931776228,-4926.17068223772,0,0,0,0,1,0,0,0
31.0,21.0,5.0,800.0,2,3255.0,0,2851.4778288135853,-403.52217118641465,0,0,1,0,0,0,0,0
32.0,20.0,20.0,150.0,1,12800.0,0,14629.282032866311,1829.282032866311,0,1,0,0,0,0,0,0
25.0,25.0,16.0,1300.0,3,10000.0,0,10211.755996162105,211.75599616210457,0,0,0,0,0,0,1,0
52.0,17.0,52.0,8809.0,1,45968.0,0,45433.93142940849,-534.0685705915093,0,0,0,0,0,0,0,1
26.0,18.0,15.0,867.0,2,7020.0,0,7940.528287479678,920.5282874796776,0,1,0,0,0,0,0,0
35.0,15.0,9.0,775.0,2,4725.0,0,4536.310216006175,-188.68978399382468,1,0,0,0,0,0,0,0
16.0,16.0,15.0,100.0,3,3840.0,0,3349.1260649611295,-490.8739350388705,0,0,0,0,0,0,0,1
50.0,36.0,12.0,1800.0,3,21600.0,0,25863.53140658408,4263.531406584079,0,0,0,0,0,0,0,1
16.0,11.0,2.0,1900.0,1,352.0,0,384.62205208697833,32.62205208697833,1,0,0,0,0,0,0,0
20.0,11.0,6.0,250.0,3,1320.0,0,1565.5289623256651,245.52896232566513,0,1,0,0,0,0,0,0
16.0,13.0,11.0,584.0,3,2288.0,0,1978.7339434910102,-309.2660565089898,0,0,0,1,0,0,0,0
16.0,20.0,6.0,250.0,1,1920.0,0,1591.902762712737,-328.09723728726294,1,0,0,0,0,0,0,0
18.0,13.0,9.0,200.0,3,2106.0,0,1892.3326556521383,-213.66734434786167,0,1,0,0,0,0,0,0
30.0,15.0,15.0,200.0,1,6750.0,0,6067.519196687665,-682.4808033123354,0,0,1,0,0,0,0,0
40.0,32.0,21.0,4550.0,3,26880.0,0,32014.093920898886,5134.093920898886,1,0,0,0,0,0,0,0
18.0,16.0,18.0,225.0,3,5184.0,0,4764.850875832768,-419.149124167232,0,1,0,0,0,0,0,0
56.0,22.0,9.0,1000.0,2,11088.0,0,13150.167370682379,2062.1673706823785,0,0,1,0,0,0,0,0
30.0,31.0,19.0,5750.0,3,17670.0,0,14377.822277660236,-3292.177722339764,0,0,0,0,0,0,0,1
26.0,21.0,13.0,900.0,2,7098.0,0,7267.653609377915,169.65360937791502,0,1,0,0,0,0,0,0
16.0,16.0,10.0,350.0,3,2560.0,0,2651.0298532620614,91.02985326206135,1,0,0,0,0,0,0,0
50.0,33.0,30.0,1500.0,2,49500.0,0,49875.646496742505,375.6464967425054,1,0,0,0,0,0,0,0
16.0,14.0,23.0,250.0,2,5152.0,0,5997.718561733618,845.7185617336181,0,0,0,0,0,0,0,1
30.0,20.0,20.0,4200.0,3,12000.0,1,9697.74789501309,-2302.25210498691,0,0,0,0,1,0,0,0
55.0,55.0,15.0,7600.0,1,45375.0,0,48780.28813899521,3405.288138995209,0,0,0,0,0,0,1,0
22.0,16.0,3.0,99.0,3,1056.0,0,897.6576188587871,-158.34238114121285,0,1,0,0,0,0,0,0
25.0,15.0,6.0,300.0,3,2250.0,0,2195.614485518886,-54.385514481114114,0,0,0,0,0,0,1,0
16.0,11.0,2.0,100.0,3,352.0,0,288.0425543942528,-63.95744560574718,0,1,0,0,0,0,0,0
16.0,16.0,18.0,150.0,2,4608.0,0,3755.540833008135,-852.459166991865,0,0,1,0,0,0,0,0
40.0,40.0,15.0,700.0,3,24000.0,0,24523.001293530684,523.001293530684,0,0,0,0,1,0,0,0
20.0,21.0,13.0,550.0,1,5460.0,0,4380.298023402526,-1079.7019765974737,0,0,1,0,0,0,0,0
68.0,42.0,21.0,18450.0,1,59976.0,0,52992.38732636891,-6983.612673631091,0,0,0,0,0,0,1,0
105.0,70.0,3.0,2550.0,3,22050.0,0,19036.50185166782,-3013.498148332179,0,0,0,1,0,0,0,0
25.0,20.0,20.0,1400.0,1,10000.0,0,11886.77258565795,1886.772585657949,0,0,0,0,1,0,0,0
16.0,11.0,2.0,200.0,3,352.0,0,317.9588477267769,-34.04115227322308,0,0,0,0,0,1,0,0
36.0,56.0,48.0,17150.0,2,96768.0,0,90672.16545725294,-6095.834542747063,0,0,0,0,1,0,0,0
42.0,15.0,25.0,1800.0,1,15750.0,0,15527.102329112298,-222.89767088770168,0,0,1,0,0,0,0,0
34.0,22.0,8.0,2200.0,3,5984.0,0,5114.938789296008,-869.0612107039924,0,0,0,0,1,0,0,0
19.0,11.0,11.0,150.0,1,2299.0,0,1973.2638825891383,-325.73611741086165,0,0,0,0,0,0,1,0
69.0,11.0,11.0,3000.0,2,8349.0,0,9045.1685583534,696.1685583533999,0,0,1,0,0,0,0,0
17.0,14.0,2.0,110.0,1,476.0,0,432.30993986783096,-43.69006013216904,0,0,0,0,0,0,1,0
42.0,25.0,54.0,9500.0,3,56700.0,0,61460.074205781515,4760.074205781515,0,0,0,0,0,1,0,0
18.0,18.0,17.0,888.0,3,5508.0,0,5289.725796303036,-218.27420369696392,0,0,0,0,0,1,0,0
20.0,12.0,9.0,250.0,1,2160.0,0,2328.99974393626,168.99974393626007,0,0,0,0,0,1,0,0
16.0,16.0,5.0,100.0,3,1280.0,0,1028.234996639664,-251.7650033603361,0,0,0,0,0,1,0,0
38.0,29.0,2.0,400.0,2,2204.0,0,2644.4350243234667,440.4350243234667,0,0,0,0,1,0,0,0
16.0,41.0,41.0,2600.0,1,26896.0,0,24833.644146722087,-2062.3558532779134,1,0,0,0,0,0,0,0
30.0,18.0,10.0,1300.0,2,5400.0,0,5376.519759985313,-23.480240014687297,0,0,0,0,1,0,0,0
16.0,16.0,28.0,400.0,3,7168.0,0,8367.347031765337,1199.3470317653373,0,0,1,0,0,0,0,0
26.0,16.0,16.0,150.0,3,6656.0,0,7560.501354144589,904.5013541445887,0,1,0,0,0,0,0,0
71.0,44.0,81.0,13575.0,3,253044.0,0,230085.928681957,-22958.07131804299,0,0,0,0,0,0,0,1
40.0,30.0,55.0,2900.0,1,66000.0,0,63319.720283538016,-2680.279716461984,0,0,0,0,1,0,0,0
38.0,27.0,9.0,1400.0,1,9234.0,0,9205.623619710488,-28.37638028951187,0,0,1,0,0,0,0,0
50.0,50.0,8.0,5050.0,2,20000.0,0,23103.29792294704,3103.29792294704,0,0,0,0,1,0,0,0
40.0,40.0,20.0,3600.0,3,32000.0,0,35787.89485297055,3787.894852970552,0,0,0,1,0,0,0,0
25.0,25.0,10.0,300.0,1,6250.0,0,5717.3727019668395,-532.6272980331605,0,0,0,1,0,0,0,0
16.0,11.0,4.0,367.0,2,704.0,0,725.0542591150545,21.054259115054492,0,0,0,0,1,0,0,0
16.0,11.0,6.0,100.0,1,1056.0,0,1250.2915947944266,194.2915947944266,0,1,0,0,0,0,0,0
