Max_Weight_kg,Max_Volume_m,current_weight,current_volume,num_items_on_aircarft,item_weight,item_volume,weight_left,volume_left,weight_ratio,volume_ratio,label
23500.0,158.4,26517.03566517068,171.1773710120725,6,1.65,192.0,-3017.035665170679,-12.777371012072507,-0.0005468944300509457,-15.026566485794154,0
17120.0,114.1,17458.72087619752,27.28387911053892,2,0.184,38.4,-338.72087619751983,86.81612088946108,-0.0005432201363222838,0.44231415967754156,0
20400.0,136.0,22852.60214462058,96.89023418465588,11,0.5,22.0,-2452.6021446205814,39.10976581534412,-0.0002038651076370217,0.5625193344637545,0
70000.0,475.0,19397.73043629981,200.1507247568906,11,0.9,225.0,50602.26956370019,274.8492752431094,1.7785763518951612e-05,0.8186304984153687,1
58000.0,438.0,64443.277304213756,349.25742906877184,9,0.675,88.16,-6443.277304213756,88.74257093122816,-0.00010476035226100324,0.9934352597794931,0
15000.0,90.0,912.121259121941,56.88926619222558,12,0.35,40.96,14087.878740878059,33.11073380777442,2.484405256552779e-05,1.237061038898556,1
39000.0,265.0,33246.90024117877,102.62563326144752,14,10.1,731.5,5753.099758821227,162.37436673855248,0.0017555753283711264,4.5050213909243775,1
9450.0,63.0,3198.3761653588435,46.33222759800513,6,1.0,79.36,6251.6238346411565,16.667772401994867,0.0001599584406052866,4.761283831138589,1
25000.0,166.67,6712.496447206011,169.37420907531364,2,0.3,231.0,18287.50355279399,-2.7042090753136563,1.6404644795694977e-05,-85.42242074815442,1
17120.0,114.1,19728.548990730374,53.93923173196512,4,0.4,75.9,-2608.5489907303745,60.16076826803487,-0.00015334195431052452,1.2616195059248991,0
20500.0,150.0,20276.423807977593,167.8371896299362,5,2.55,491.4,223.57619202240676,-17.837189629936205,0.011405507740014338,-27.549184470431733,1
35000.0,187.0,32244.786648417932,161.0014844319107,0,1.583,46.2,2755.213351582068,25.99851556808929,0.0005745471574883594,1.7770244651845297,1
9450.0,63.0,4185.539680468918,10.668288991933274,3,9.05,519.75,5264.460319531082,52.331711008066726,0.0017190745962516877,9.931836358036263,1
70000.0,475.0,38650.427400265056,288.8054892528421,0,0.95,40.96,31349.572599734944,186.1945107471579,3.0303443434432295e-05,0.2199850017900714,1
9450.0,63.0,9508.108386257565,45.49949598154219,0,2.3,366.08,-58.108386257565144,17.50050401845781,-0.03958120656434111,20.918253479765003,0
24020.0,160.1,9457.7845224412,68.85387101286226,10,11.4,3.52,14562.2154775588,91.24612898713774,0.0007828479132715209,0.03857697855784335,1
20500.0,136.7,19784.31973468193,148.19382534209444,14,0.4,49.92,715.6802653180712,-11.493825342094453,0.0005589088016326934,-4.343201924286879,1
43500.0,390.0,34386.91350762992,435.7993152567266,10,0.15,40.0,9113.08649237008,-45.79931525672657,1.6459845970860417e-05,-0.8733755220827389,1
24020.0,160.1,2794.2804420463076,187.91600536121015,12,2.15,160.0,21225.719557953693,-27.81600536121016,0.00010129220797572729,-5.752084229003158,1
45000.0,300.0,37151.761301628016,211.91657593490845,7,3.3,422.37,7848.238698371984,88.08342406509155,0.0004204765077117322,4.795113265496643,1
23500.0,158.4,19462.47680746786,84.74553881701212,12,0.5,23.04,4037.5231925321386,73.65446118298789,0.00012383829789534557,0.31281200509969365,1
39000.0,265.0,41361.890952317364,273.6563953254476,2,30.0,2516.25,-2361.8909523173643,-8.65639532544759,-0.012701687172842273,-290.6810740590764,0
24020.0,160.1,6382.064015857316,189.7342859501782,1,1.1,64.0,17637.935984142685,-29.634285950178196,6.23655738929195e-05,-2.1596606804449032,1
23500.0,158.4,11646.931925125795,77.11250761161341,1,0.15,9.9,11853.068074874205,81.2874923883866,1.2654951362787729e-05,0.1217899530091107,1
22640.0,150.9,23694.77304316378,83.80587491912128,9,18.2,960.0,-1054.7730431637792,67.09412508087873,-0.017254896809520477,14.308257012585072,0
17120.0,114.1,5961.1833287744785,114.74138880379134,6,2.2,270.0,11158.816671225522,-0.6413888037913438,0.00019715352125784414,-420.9621673564538,1
26300.0,175.0,11091.151648849984,104.17326900057782,11,0.0,225.0,15208.848351150016,70.82673099942218,0.0,3.1767666479633085,1
20840.0,138.9,20002.36669547911,150.35206502623063,1,5.85,350.0,837.6333045208885,-11.452065026230628,0.006983962984091391,-30.56217632021048,1
70000.0,475.0,22121.590541656828,184.65016829353905,4,0.25,68.04,47878.40945834317,290.3498317064609,5.221560256973283e-06,0.23433800311084516,1
20500.0,150.0,22742.696324791745,54.74841581205486,1,0.7,72.0,-2242.6963247917447,95.25158418794514,-0.00031212429100365417,0.7558929319436899,0
26300.0,175.0,3650.3185445821255,165.9767385440616,4,0.8,157.5,22649.681455417875,9.02326145593841,3.5320585039544425e-05,17.4548840587415,1
20500.0,136.7,12872.105413490119,97.39455999686066,5,1.3,19.36,7627.894586509881,39.305440003139324,0.00017042710607572564,0.4925526722484482,1
8000.0,50.0,842.1501790135317,18.68419387647291,3,0.6,24.15,7157.849820986468,31.31580612352709,8.382405539677642e-05,0.7711760359469219,1
47000.0,426.0,23240.857468921353,99.84634281286355,13,0.633,64.0,23759.142531078647,326.15365718713645,2.664237563057457e-05,0.19622652818224368,1
24400.0,162.8,21300.32788684136,79.97634372829246,14,2.4,279.93,3099.6721131586382,82.82365627170755,0.0007742754432113365,3.3798314300668264,1
24400.0,162.8,1422.0909526407247,172.5293375098641,10,1.0,207.36,22977.909047359277,-9.72933750986408,4.3520060850419474e-05,-21.312861343604286,1
22640.0,150.9,24765.03792197563,72.87159394904012,10,0.25,45.0,-2125.0379219756287,78.02840605095989,-0.00011764495942981676,0.576713042092616,1
39000.0,265.0,29287.617908936518,244.43361103255214,7,3.1,80.0,9712.382091063482,20.566388967447864,0.00031918019396427776,3.8898416361171138,1
20500.0,136.7,4371.29635289479,132.23888267641902,3,10.4,435.6,16128.703647105209,4.4611173235809645,0.0006448131373051663,97.6436777517126,1
23000.0,125.0,17035.303465295183,80.48175115085868,8,0.2,10.8,5964.696534704817,44.518248849141315,3.353062453434054e-05,0.24259713795124216,1
17120.0,114.1,7973.315375540614,5.411762915529377,9,0.15,12.32,9146.684624459387,108.68823708447061,1.6399384710661358e-05,0.11335173167886953,1
91190.0,607.9,2023.698061006718,711.3643358476995,7,1.84,149.76,89166.30193899329,-103.46433584769954,2.0635598426390664e-05,-1.447455301582406,1
47000.0,426.0,21815.10588078244,1.7568912099649918,2,0.3,27.0,25184.89411921756,424.243108790035,1.1911902371635163e-05,0.06364275430038864,1
58000.0,438.0,52184.31064278245,376.3077505423738,12,0.15,9.9,5815.689357217547,61.69224945762619,2.5792299203197737e-05,0.16047396434013855,1
20840.0,138.9,14678.769197112084,16.518287126311307,12,2.85,787.5,6161.230802887916,122.3817128736887,0.0004625699134987066,6.434784863470584,1
17120.0,114.1,2510.611738945741,24.30304658218089,2,20.6,1264.05,14609.388261054259,89.79695341781911,0.0014100521959229105,14.076758039236626,1
23500.0,158.4,15612.714112335267,163.97116101995815,14,0.5,22.4,7887.285887664733,-5.57116101995814,6.339316300409225e-05,-4.020706624788047,1
24400.0,162.8,16946.221744510258,28.25694995560194,6,0.75,68.25,7453.778255489742,134.54305004439806,0.00010062011159870518,0.5072725753593776,1
23640.0,157.6,5048.268905285429,87.65920446138632,14,0.2,12.0,18591.73109471457,69.94079553861367,1.075747056421768e-05,0.17157368222672315,1
17120.0,114.1,9124.730433271894,49.38011701534249,2,0.7,19.5,7995.269566728106,64.7198829846575,8.755176971461492e-05,0.3012984387398264,1
26400.0,176.0,31165.855310283954,202.1863852133922,10,2.8,233.28,-4765.855310283954,-26.186385213392214,-0.0005875125907715998,-8.908446393324366,0
23500.0,158.4,26754.145555221912,2.0371782754979546,12,1.2,106.25,-3254.145555221912,156.36282172450206,-0.00036876039501156484,0.6795093497845293,0
17120.0,114.1,5891.341799495971,42.815111850772595,10,1.3,105.0,11228.658200504029,71.2848881492274,0.00011577518672942336,1.472962941419374,1
19530.0,130.17,1696.8168894523205,82.4623817340651,13,0.2,6.27,17833.18311054768,47.70761826593488,1.1215047742682136e-05,0.13142554787840832,1
20840.0,138.9,24309.476628644537,47.17025611097928,5,0.55,49.14,-3469.4766286445374,91.72974388902072,-0.00015852535094706792,0.5357040953231915,0
117000.0,625.0,107059.13683854678,10.612857687748999,11,0.65,28.8,9940.86316145322,614.387142312251,6.538667612436907e-05,0.046875980907958116,1
17120.0,114.1,19125.090855305472,74.98569313967624,13,1.2,58.08,-2005.0908553054724,39.11430686032375,-0.0005984766213577182,1.4848786333482438,0
24400.0,162.8,15587.453225404046,58.91395159510558,9,0.35,19.2,8812.546774595954,103.88604840489444,3.97161012488732e-05,0.1848178856543891,1
58000.0,438.0,66226.17280824347,62.04555586098175,4,0.25,25.8,-8226.172808243471,375.9544441390183,-3.0390803336864636e-05,0.06862533568517809,1
23020.0,153.9,10450.589692067848,89.50175223350143,2,16.0,25.6,12569.410307932152,64.39824776649857,0.0012729316337640741,0.3975263379105691,1
23020.0,153.9,12292.097189503816,14.817074177156451,9,5.7,15.6,10727.902810496184,139.08292582284355,0.0005313247239611263,0.11216329966848089,1
111000.0,704.6,101084.20352566794,310.2478320947542,7,9.2,825.0,9915.796474332063,394.35216790524584,0.0009278125083433509,2.0920387030969505,1
9450.0,63.0,4722.428215757718,68.94604100818796,11,1.087,185.02,4727.571784242282,-5.9460410081879616,0.0002299277619418089,-31.116507750573366,1
23000.0,125.0,20484.80143809015,32.43188296103242,13,1.357,48.45,2515.1985619098486,92.56811703896759,0.0005395200283631199,0.5233983473619334,1
20400.0,136.0,393.10832815414875,50.83532732316169,13,0.2,21.6,20006.89167184585,85.16467267683831,9.99655535054693e-06,0.2536262873731226,1
26400.0,176.0,27005.165420072582,88.61788173355426,10,1.344,88.0,-605.1654200725825,87.38211826644574,-0.002220880370295585,1.007071020235504,0
91190.0,607.9,5019.77129514164,290.8060252654857,6,0.15,28.8,86170.22870485837,317.0939747345143,1.7407404187358518e-06,0.09082480969021212,1
20500.0,136.7,20035.395687367403,110.06113108053128,8,0.2,80.0,464.6043126325967,26.638868919468706,0.0004304738336074889,3.003130397116919,1
18000.0,90.0,12254.918132012732,68.44425029419439,10,0.65,150.0,5745.081867987268,21.55574970580561,0.0001131402501866489,6.958699886968005,1
26300.0,175.0,14227.259875954946,62.41715709677778,1,1.8,450.0,12072.740124045054,112.58284290322223,0.0001490962268181253,3.9970566064828335,1
13040.0,86.9,8993.109573422716,18.218509941749343,0,11.95,37.0,4046.8904265772835,68.68149005825066,0.002952884495850806,0.5387186479195579,1
20500.0,150.0,1657.9067778943117,149.78931696173302,3,10.25,173.28,18842.093222105686,0.21068303826697843,0.0005439947610189418,822.4638250972762,1
43500.0,390.0,28431.76830387581,431.4541998072341,11,0.1,24.0,15068.231696124189,-41.45419980723409,6.636478785966987e-06,-0.5789522096809119,1
24400.0,162.8,23582.5150356899,122.4249452571633,8,15.1,900.0,817.4849643101006,40.37505474283671,0.018471287718755832,22.29099089627082,1
24400.0,162.8,135.21311544742903,150.34716246697633,7,2.55,272.16,24264.78688455257,12.452837533023683,0.00010509055826566061,21.855258082585664,1
20400.0,136.0,995.9543193349159,102.11685556674011,14,0.3,23.4,19404.045680665084,33.883144433259886,1.5460693348267598e-05,0.6906088469882855,1
20500.0,150.0,24453.94175235929,25.152718077254526,14,1.15,480.7,-3953.9417523592892,124.84728192274548,-0.0002908489988767922,3.850304057457569,0
17120.0,114.1,1541.9037366009907,6.751907028242742,4,0.7,80.0,15578.09626339901,107.34809297175725,4.493488730068554e-05,0.7452391285219055,1
19530.0,130.17,13237.087295451527,74.54256724920042,5,0.742,343.36,6292.912704548473,55.62743275079957,0.00011791042315679624,6.172493980904965,1
24020.0,160.1,1520.0624008057782,19.049830957282673,6,0.96,52.8,22499.93759919422,141.05016904271733,4.2666784995515416e-05,0.3743348907981423,1
24020.0,160.1,3408.443429998709,2.0924971199093836,5,3.6,320.0,20611.556570001292,158.0075028800906,0.00017465929793312622,2.0252202720881085,1
91190.0,607.9,105760.59524986196,721.1184073405153,3,0.2,179.2,-14570.595249861959,-113.21840734051534,-1.3726275185334044e-05,-1.5827815086977872,0
22640.0,150.9,24762.765490799957,144.59420162146375,5,0.7,20.57,-2122.7654907999568,6.305798378536252,-0.000329758517068207,3.2620765053224474,0
26300.0,175.0,12309.35246591371,114.60775890480005,7,3.55,148.12,13990.64753408629,60.39224109519995,0.0002537409359428984,2.45263290219478,1
20500.0,136.7,1770.6337284414697,46.54506647652905,12,7.45,220.8,18729.36627155853,90.15493352347093,0.0003977710666545842,2.4491171910564358,1
24400.0,162.8,13892.113486553619,176.45351880660905,10,0.3,8.16,10507.886513446381,-13.653518806609043,2.8549984774536345e-05,-0.5976481750402901,1
18000.0,90.0,1993.7848972016538,22.915042243430882,2,0.5,3.52,16006.215102798345,67.08495775656911,3.12378658388358e-05,0.05247077832712111,1
43500.0,390.0,12399.293483166124,145.5111717683517,2,0.25,17.28,31100.706516833874,244.4888282316483,8.038402595665926e-06,0.07067807578082655,1
24400.0,162.8,6057.383749076011,104.55192899629944,12,0.1,68.59,18342.616250923988,58.248071003700574,5.4517849922041974e-06,1.1775497049179997,1
17120.0,114.1,6232.498547793028,116.96277725792007,12,0.15,9.9,10887.501452206972,-2.8627772579200723,1.37772656696929e-05,-3.458181537104394,1
20840.0,138.9,21812.43934161641,135.31070043639465,0,0.6,132.3,-972.4393416164094,3.5892995636053513,-0.000617005066475069,36.859549000016976,0
39000.0,265.0,2039.8156203348722,220.51545175586395,9,2.638,126.5,36960.18437966513,44.48454824413605,7.137410281372971e-05,2.843683979031781,1
103000.0,550.0,85100.24821358194,157.30526984911552,1,1.538,100.32,17899.751786418055,392.6947301508845,8.59229791712016e-05,0.2554656124516583,1
24400.0,162.8,11093.508066725244,43.98890838243954,6,0.833,78.3,13306.491933274756,118.81109161756046,6.260102242683252e-05,0.6590293740672758,1
43500.0,390.0,44072.2127813194,206.99604270113247,14,0.74,32.4,-572.212781319402,183.00395729886753,-0.001293225222245021,0.17704535082835143,1
20500.0,150.0,16712.446296218324,14.986674387640965,11,2.0,171.36,3787.5537037816757,135.01332561235904,0.0005280453178723403,1.2692080426400947,1
23000.0,125.0,6861.768377648147,112.61690965730979,1,0.2,5.6,16138.231622351854,12.38309034269021,1.2392931559527382e-05,0.45222956409069076,1
45000.0,300.0,14486.895243596666,104.52127848903228,11,2.15,300.0,30513.104756403336,195.47872151096772,7.046152848403109e-05,1.5346938845641775,1
23000.0,125.0,25466.148027967538,77.02252464769056,12,0.25,13.44,-2466.148027967538,47.97747535230944,-0.00010137266590092272,0.2801314496266341,1
9450.0,63.0,1874.2150793272717,34.91043133496758,9,9.55,552.0,7575.784920672728,28.089568665032417,0.0012605954496780205,19.65142245262528,1
24020.0,160.1,28322.234372807365,160.54399103942885,10,0.4,77.28,-4302.234372807365,-0.44399103942885176,-9.297494404796e-05,-174.05795882135754,0
24400.0,162.8,16363.369707186563,4.887496031051758,11,0.25,40.96,8036.630292813437,157.91250396894824,3.110756509384896e-05,0.2593841444542618,1
19530.0,130.17,17114.437956253194,14.815908933276798,3,0.15,19.2,2415.562043746806,115.35409106672319,6.20973492799365e-05,0.1664440303417613,1
70000.0,475.0,55575.870835794994,118.42726330287762,0,0.2,25.6,14424.129164205006,356.57273669712237,1.3865655091501495e-05,0.07179460820626445,1
23000.0,125.0,19387.82734465488,49.78934892441062,10,0.55,60.48,3612.172655345119,75.21065107558938,0.0001522629321258699,0.8041414125650107,1
18000.0,90.0,19918.23456981245,41.33899746099833,13,0.2,10.56,-1918.2345698124518,48.66100253900167,-0.00010426253558959517,0.21701155405757688,1
45000.0,300.0,51916.852946756575,230.46598904577587,9,1.55,220.5,-6916.852946756575,69.53401095422413,-0.00022409035035953897,3.171109990678523,0
103000.0,550.0,93042.67221604032,489.70424700178086,14,2.2,240.0,9957.327783959685,60.29575299821914,0.00022094281191817845,3.980379779430049,1
24400.0,162.8,27104.41479201899,57.75117404100732,10,2.4,632.4,-2704.41479201899,105.0488259589927,-0.0008874378323806275,6.020057703708261,0
22640.0,150.9,7593.876328353057,50.206398081937344,3,0.375,57.6,15046.123671646943,100.69360191806265,2.4923362864664614e-05,0.5720323668115324,1
45000.0,300.0,13510.580696974672,241.63882735921104,11,1.1,222.75,31489.41930302533,58.361172640788965,3.4932368532416407e-05,3.816749837332242,1
31140.0,207.6,33136.842632903936,184.94609087175306,6,0.05,45.0,-1996.8426329039357,22.653909128246937,-2.503952950580104e-05,1.9864120474235458,0
39000.0,265.0,35681.95711900581,272.3068416089889,8,0.5,22.08,3318.0428809941877,-7.306841608988918,0.00015069124112690593,-3.0218258727085208,1
23500.0,158.4,10236.613768668234,112.2583401324932,2,0.9,125.0,13263.386231331766,46.1416598675068,6.785597465344834e-05,2.709048561535973,1
23000.0,125.0,19221.655171867245,11.711506452195497,1,0.7,40.96,3778.3448281327546,113.2884935478045,0.00018526630883520268,0.36155480892824515,1
23500.0,158.4,22355.099817972903,141.95259208822074,11,0.25,3.52,1144.900182027097,16.447407911779266,0.0002183596471606845,0.2140154731289653,1
26400.0,176.0,19523.304395636733,3.503937604025179,3,1.383,60.0,6876.695604363267,172.49606239597483,0.00020111403490382382,0.3478340248395494,1
8000.0,50.0,5679.400568125056,1.1373287477825644,2,0.9,60.0,2320.5994318749435,48.86267125221744,0.0003878308282119195,1.227931204627826,1
24400.0,162.8,6095.214581320992,27.960487175202893,10,2.3,52.8,18304.785418679006,134.8395128247971,0.0001256502027894481,0.39157661209462197,1
39000.0,265.0,1437.5732656790985,89.67328891098559,10,0.35,50.16,37562.4267343209,175.3267110890144,9.317821834734818e-06,0.28609445418980695,1
25900.0,172.5,9812.578500239948,131.68215896153154,13,0.9,58.32,16087.421499760052,40.81784103846846,5.59443289253955e-05,1.4287869492227632,1
140000.0,858.0,75254.91803811521,191.4556327384919,5,1.627,271.66,64745.08196188479,666.5443672615081,2.5129321805981805e-05,0.4075647667814643,1
24400.0,162.8,19404.43869006322,36.034160833230096,9,1.6,178.35,4995.56130993678,126.76583916676992,0.0003202843285092149,1.4069247658940869,1
39000.0,265.0,1984.4091715076795,306.98164356478793,7,0.1,80.0,37015.59082849232,-41.98164356478793,2.701564334354069e-06,-1.9055948055519851,1
24020.0,160.1,27780.341889293428,34.35176059913521,8,1.04,72.93,-3760.341889293428,125.74823940086478,-0.0002765705967421988,0.5799683539706888,1
23000.0,125.0,26088.677002942135,20.20872106686516,8,7.65,80.0,-3088.677002942135,104.79127893313483,-0.002476788604049482,0.7634223005105611,0
23500.0,158.4,14332.54588556667,144.28587371295654,4,1.05,236.25,9167.45411443333,14.114126287043462,0.00011453561553499723,16.738548207431403,1
13040.0,86.9,6958.72172346138,85.66534617972485,10,0.1,15.84,6081.27827653862,1.234653820275156,1.6443911203562733e-05,12.829496746685756,1
20840.0,138.9,20660.21070228849,44.53622345935118,3,0.35,41.58,179.7892977115116,94.36377654064883,0.0019467232060435757,0.44063517891797727,1
20840.0,138.9,10138.32864910936,7.3381551561265805,12,0.25,20.8,10701.67135089064,131.56184484387342,2.3360836992609857e-05,0.15810054857913516,1
103000.0,550.0,97344.93887968859,255.85833930427663,13,1.7,71.28,5655.0611203114095,294.1416606957234,0.0003006156721442773,0.2423322136315937,1
35000.0,187.0,29751.154740172686,19.20613203832429,6,0.383,110.88,5248.845259827314,167.79386796167572,7.296843038189169e-05,0.6608107953296262,1
58000.0,438.0,37874.58146529519,437.0209434613213,10,0.2,46.08,20125.41853470481,0.9790565386787193,9.937681526730834e-06,47.06567099435949,1
23500.0,158.4,16025.679810849133,49.269169012027874,2,0.2,64.0,7474.320189150867,109.13083098797213,2.675828636075103e-05,0.5864520487395695,1
26300.0,175.0,18546.39285864451,138.37645417747026,1,0.3,48.0,7753.607141355489,36.623545822529735,3.869166885709174e-05,1.3106322069950858,1
20500.0,150.0,1748.3287735945196,130.2531380861011,14,2.1,149.76,18751.67122640548,19.746861913898897,0.00011199001809134003,7.583989449513568,1
13040.0,86.9,15414.607586478507,84.22229028041048,4,1.6,113.52,-2374.607586478507,2.6777097195895294,-0.0006737955398544657,42.39442265720236,0
19530.0,130.17,20279.849075423666,135.14133266211945,6,0.35,48.0,-749.8490754236664,-4.971332662119465,-0.0004667605948157098,-9.655360628169355,0
31140.0,207.6,9711.869803842636,243.5802630303572,6,1.138,235.2,21428.130196157363,-35.98026303035721,5.310776019789939e-05,-6.536917374352567,1
17120.0,114.1,16809.567952712365,108.02218863884092,3,0.45,55.5,310.4320472876352,6.077811361159078,0.0014495925999980716,9.131575096769817,1
23500.0,158.4,24814.668448386223,175.58397038371092,6,0.85,106.48,-1314.6684483862227,-17.183970383710914,-0.0006465508483830581,-6.196472865049148,0
18000.0,90.0,16102.923113613557,68.95574297402962,8,0.1,24.0,1897.0768863864432,21.04425702597038,5.271267636272116e-05,1.140453608313583,1
19530.0,130.17,22507.671439921138,105.47132340499782,7,1.825,209.44,-2977.671439921138,24.69867659500217,-0.0006128950213060543,8.479806224215851,0
35000.0,187.0,33647.99006479995,54.09875478951612,5,15.1,779.52,1352.009935200047,132.90124521048386,0.011168556972621067,5.86540775370478,1
24020.0,160.1,18514.997618430258,159.1255725508868,0,0.25,3.52,5505.002381569742,0.9744274491131932,4.5413241017218174e-05,3.61237400570917,1
23500.0,158.4,3226.3500063380525,99.7078904532782,13,0.275,181.44,20273.649993661948,58.69210954672181,1.356440503177314e-05,3.0913865306575548,1
23000.0,125.0,10348.190585608654,76.2049465542361,8,6.15,556.8,12651.809414391346,48.7950534457639,0.0004860964782253455,11.410992493489022,1
24400.0,162.8,15459.746500002204,46.91050141165953,5,0.15,12.0,8940.253499997796,115.88949858834047,1.6778047734693308e-05,0.1035469135911888,1
20500.0,150.0,8937.901917038984,12.898788040169325,8,11.3,768.0,11562.098082961016,137.10121195983066,0.0009773312696313657,5.601700987321072,1
19530.0,130.17,6482.631736856369,22.127145576313183,6,1.35,209.56,13047.368263143631,108.0428544236868,0.00010346914202690422,1.9396007184206376,1
18000.0,90.0,13571.082041648944,89.94264645183004,9,0.5,500.0,4428.917958351056,0.057353548169956525,0.00011289439194607753,8717.704453330698,1
43500.0,390.0,12730.830014442434,422.05801877209007,14,16.3,750.0,30769.169985557564,-32.058018772090065,0.0005297510464897541,-23.395083418194222,1
20400.0,136.0,4118.642097349529,20.131776337020654,8,0.8,40.0,16281.35790265047,115.86822366297935,4.9135950744048854e-05,0.3452197538742497,1
